aquifer_idx,Study_area,win_start,n_recipes,frac_pos,med_trend_cmyr,spans
26,Arckaringa Basin and Southwestern Great Artesian Basin (Great Artesian Basin),2005,1920,0.591667,0.177562,True
27,Trans Gangetic Plain (Indo-Gangetic Plain),2005,1920,0.560937,0.0923782,True
28,Southcentral Mega Aquifer System (Mega Aquifer System),2005,1920,0.445312,-0.0557957,True
29,Central Mississippi Embayment (Mississippi Embayment),2005,1920,0.5625,0.0821562,True
30,Northern Karoo Basin (Main Karoo Basin),2005,1920,0.23125,-0.356574,True
31,Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),2005,1920,0.235417,-0.560206,True
32,Staten River Embayment and Central Carpentaria Basin (Great Artesian Basin),2005,1920,0.122917,-0.459782,True
33,Central Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2005,1920,0.223958,-0.496312,True
34,Central Huaihe Plain (Huaihe River Basin),2005,1920,0.429688,-0.0949113,True
35,Central Minnesota Surficial and Buried Sand and Gravel Aquifers,2005,1920,0.159896,-0.789104,True
36,Southern High Plains (High Plains),2005,1920,0.141146,-0.584983,True
37,Southcentral Karoo Basin (Main Karoo Basin),2005,1920,0.507812,0.00673044,True
38,Central High Plains (High Plains),2005,1920,0.24375,-0.50913,True
39,Lower Liaohe River Plain (Liaohe River Basin),2005,1920,0.523438,0.0416125,True
40,Wadi As-Sirhan Basin,2005,1920,0.227604,-0.225871,True
41,Eastern Saq Aquifer (Ram-Saq Aquifer System),2005,1920,0.259896,-0.279247,True
42,Trinity Aquifer System (Edwards-Trinity Aquifer System),2005,1920,0.204167,-0.562187,True
43,Wisconsin Precambrian Aquifer,2005,1920,0.573958,0.115972,True
44,Lafayette Area (Gulf Coast Regional Aquifer System),2005,1920,0.667708,0.213986,True
45,Paskapoo-Scollard,2005,1920,0.433333,-0.160691,True
46,Western Surat Basin (Great Artesian Basin),2005,1920,0.693229,0.190631,True
47,Coonamble Embayment (Great Artesian Basin),2005,1920,0.890625,0.440711,True
48,Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),2005,1920,0.55,0.0504789,True
49,Wuyuer-Shuangyang System (Songnen Plain),2005,1920,0.706771,0.556167,True
50,Powder River Basin (Northern Great Plains),2005,1920,0.54375,0.05018,True
51,Central Eucla Basin (Eucla Basin),2005,1920,0.863542,0.544727,True
52,Rio Grande Delta (Gulf Coast Regional Aquifer System),2005,1920,0.772917,0.489407,True
53,Michigan Basin,2005,1920,0.929688,1.23017,True
54,Southern Piedmont Upland (Piedmont Plateau),2005,1920,0.634375,0.192198,True
55,Eastern Huaihe Plain (Huaihe River Basin),2005,1920,0.428646,-0.0909201,True
56,Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),2005,1920,0.1,-0.669215,True
57,Eastern Mississippi Embayment (Mississippi Embayment),2005,1920,0.657292,0.249972,True
58,Western Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2005,1920,0.332813,-0.301458,True
59,Southeastern System (Amadeus Basin),2005,1920,0.888542,0.54865,True
60,Edwards Plateau (Edwards-Trinity Aquifer System),2005,1920,0.143229,-0.526255,True
61,Southcentral Deccan Basalt Plateau (Deccan Plateau),2005,1920,0.486458,-0.0316105,True
62,Eastside Lower Indus Valley (Indus Basin),2005,1920,0.432812,-0.199861,True
63,Central Piedmont Upland (Piedmont Plateau),2005,1920,0.552083,0.0861293,True
64,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2005,1920,0.164583,-0.98739,True
65,Jiangsu Coastal Plain (Huaihe River Basin),2005,1920,0.517188,0.0201704,True
66,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2005,1920,0.780208,0.525974,True
67,Northcentral Deccan Basalt Plateau (Deccan Plateau),2005,1920,0.526042,0.0538158,True
68,Eastside Middle Indus Plain (Indus Basin),2005,1920,0.482292,-0.0301079,True
69,Central Allegheny Plateau (Appalachian Plateaus),2005,1920,0.713021,0.415015,True
70,Northeastern Karoo Basin (Main Karoo Basin),2005,1920,0.233333,-0.462555,True
71,Southern Riverine Plains (Murray Basin),2005,1920,0.95,0.850336,True
72,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2005,1920,0.642188,0.224476,True
0,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2006,1920,0.959896,0.499009,True
1,Northern Guarani Aquifer (Guarani Aquifer System),2006,1920,0.739062,0.246236,True
2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2006,1920,0.481771,-0.025661,True
3,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2006,1920,0,-0.747589,False
4,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2006,1920,0.751563,0.217705,True
5,Eastern Eromanga Basin (Great Artesian Basin),2006,1920,0.361979,-0.0746578,True
6,Northern Eromanga Basin (Great Artesian Basin),2006,1920,0.205729,-0.298659,True
7,Northern High Plains (High Plains),2006,1920,0.0625,-0.727962,True
8,Williston Basin (Northern Great Plains),2006,1920,0.322917,-0.245133,True
9,Central Eromanga Depocenter (Great Artesian Basin),2006,1920,0.830729,0.491338,True
10,Western Parecis Basin (Parecis Basin),2006,1920,0.332813,-0.227844,True
11,Upper Gangetic Plain (Indo-Gangetic Plain),2006,1920,0.623958,0.157071,True
12,Stampriet Kalahari Karoo Aquifer System,2006,1920,0.393229,-0.128299,True
13,Northcentral Mega Aquifer System (Mega Aquifer System),2006,1920,0.525,0.019,True
14,Ozark Plateaus Aquifer System,2006,1920,0.258333,-0.437481,True
15,Western Karoo Basin (Main Karoo Basin),2006,1920,0.511979,0.0313178,True
16,Middle Gangetic Plain (Indo-Gangetic Plain),2006,1920,0.100521,-0.627131,True
17,Northern Mega Aquifer System (Mega Aquifer System),2006,1920,0.379688,-0.132416,True
