Study_area,l2_median,l2_R,l2_sign_agree,l2_spans_zero,m_median,m_R,m_sign_agree,n_products,agree_sign
Central Littoral Plain (North China Plain),-0.340059203353199,0.645039748681954,0.9796875,TRUE,-0.703696608543396,0.978989960249262,1,3,TRUE
Central Mallee (Murray Basin),0.0323692763393675,7.31236211571013,0.5453125,TRUE,0.241689309477806,0.359773716752587,1,3,TRUE
Central Minnesota Surficial and Buried Sand and Gravel Aquifers,-0.322508266934809,2.39878827089366,0.705208333333333,TRUE,-0.216619193553925,1.03559190890488,1,3,TRUE
Central Mississippi Embayment (Mississippi Embayment),0.157514679435668,2.32557442257509,0.696354166666667,TRUE,0.112448573112488,0.911944349916833,1,3,TRUE
Central Parana Basin and Torres Syncline (Guarani Aquifer System),0.140169909668077,1.86255424481883,0.7328125,TRUE,0.326079994440079,0.603731742901224,1,3,TRUE
Central Paris Basin (Paris Basin),-0.235376503711317,1.24888158603103,0.844791666666667,TRUE,-0.385734230279923,0.11038196202407,1,3,TRUE
Central Piedmont Upland (Piedmont Plateau),0.0172610091966411,25.2137577004876,0.5234375,TRUE,0.183495044708252,1.06599273161009,0.666666666666667,3,TRUE
Central Pilbara Granite-Greenstone Terrane (Pilbara Craton),-0.364968328341548,0.843036913020118,0.997916666666667,TRUE,-0.342514753341675,0.497591989063149,1,3,TRUE
Central Urucuia Aquifer (Urucuia Aquifer System),-1.00432256806524,0.54496218291916,1,FALSE,-1.56810200214386,0.209627682975307,1,3,TRUE
Central Wabash and Bloomington Ridged Plain (Central Lowland Till Plain),0.0747318841666923,6.58720542709583,0.591666666666667,TRUE,-0.0206084940582514,9.01833705241845,0.666666666666667,3,FALSE
Chaj Doab (Indus Basin),-1.24475014707544,0.306377925139529,1,FALSE,-0.847007036209106,0.11056590867828,1,3,TRUE
Chicxulub Sedimentary Basin (Yucatan Peninsula),0.164396011139415,1.60584914883538,0.767708333333333,TRUE,0.557631850242615,0.547571751833946,1,3,TRUE
Clarence-Moreton Basin and Cecil Plains (Great Artesian Basin),0.223389811008233,0.999768201273231,0.966666666666667,TRUE,0.437612324953079,0.234323490331169,1,3,TRUE
Coatzacoalcos Coastal Aquifer (Coastal Plain of Veracruz),-0.305891566366434,1.16126395683065,0.9234375,TRUE,-0.716448485851288,0.730402825754486,1,3,TRUE
Coonamble Embayment (Great Artesian Basin),0.246061382895791,0.911212854681179,0.978125,TRUE,0.428155869245529,0.380946348411137,1,3,TRUE
Dakota Aquifer System,0.269654488032693,1.61537577007504,0.790625,TRUE,0.395930975675583,0.499008561306274,1,3,TRUE
Daly Basin (Daly-Wiso-Georgina Basins),0.00873887315066564,25.0947650947345,0.526041666666667,TRUE,-0.0871737450361252,0.470536087140613,1,3,FALSE
Delmarva Peninsula (North Atlantic Coastal Plain),0.00946668382322355,52.5758654686185,0.50625,TRUE,0.329403012990952,0.823317181659779,1,3,TRUE
Denver Basin,-0.0874601984136884,5.23324057069021,0.605729166666667,TRUE,-0.211484715342522,0.878548591055036,0.666666666666667,3,TRUE
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),0.557887027685607,1.01513178082146,0.947395833333333,TRUE,0.98288631439209,0.432695964899173,1,3,TRUE
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),0.221022453268593,1.65932230987785,0.740104166666667,TRUE,0.43594828248024,0.519115706682193,1,3,TRUE
Eastern Armorican Massif (Armorican Massif),-0.102961911366663,3.12049853041961,0.660416666666667,TRUE,-0.0773266777396202,1.02548346787446,0.666666666666667,3,TRUE
Eastern C Aquifer (The C Aquifer),-0.5181370902959,0.708068590409545,0.897395833333333,TRUE,-0.296970546245575,0.689230700680945,1,3,TRUE
Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),0.432227400416268,1.03645803827182,0.840104166666667,TRUE,0.17907427251339,0.324296684385592,1,3,TRUE
Eastern Carrizo-Wilcox (Carrizo-Wilcox),0.0647123105304513,5.60966665843594,0.5859375,TRUE,0.0834673717617989,0.387118721469747,1,3,TRUE
Eastern Dakota Aquifer,0.073467194333586,6.10044955403296,0.592708333333333,TRUE,-0.199572801589966,0.848560721995439,0.666666666666667,3,FALSE
Eastern Deccan Basalt Plateau (Deccan Plateau),0.723498523422999,0.39836093691931,1,FALSE,0.47081446647644,0.631318050132195,1,3,TRUE
Eastern Duero Basin (Duero Basin),-0.259377064789232,1.14124084721222,0.9,TRUE,-0.116192564368248,1.1634273376346,1,3,TRUE
Eastern Eromanga Basin (Great Artesian Basin),0.000896614176085023,236.391799812251,0.5015625,TRUE,0.118388123810291,0.135250288156825,1,3,TRUE
Eastern Flatwoods Southshores (Floridan Aquifer System),0.177526023485895,2.10944095408943,0.703645833333333,TRUE,0.570771872997284,0.431017851677163,1,3,TRUE
Eastern Huaihe Plain (Huaihe River Basin),-0.37385314274233,0.921380363515391,0.954166666666667,TRUE,-0.537429094314575,0.704072305148613,1,3,TRUE
Eastern Karoo Basin (Main Karoo Basin),0.0844130878187499,1.52372867089803,0.866145833333333,TRUE,0.345194756984711,1.02409897974706,0.666666666666667,3,TRUE
Eastern Malwa Plateau (Malwa Plateau),0.172831264048394,6.64411701899668,0.576041666666667,TRUE,0.542162775993347,0.953252106259665,1,3,TRUE
Eastern Malwa Plateau Alluvial Aquifer (Malwa Plateau),-1.62355208893501,0.891920780313738,1,FALSE,-2.72161960601807,0.212130211207765,1,3,TRUE
Eastern Mekong Delta (Mekong Delta),-0.15292782581921,1.00790941487096,0.919791666666667,TRUE,-0.526691734790802,0.546868466316849,1,3,TRUE
Eastern Mississippi Embayment (Mississippi Embayment),0.116473772792321,3.53082304424355,0.659895833333333,TRUE,-0.0826252028346062,1.40480841482062,0.666666666666667,3,FALSE
Eastern Otway Basin (Otway Basin),0.00991296962382477,25.3068591564429,0.524479166666667,TRUE,0.266704350709915,0.927826701931242,1,3,TRUE
Eastern Parecis Basin (Parecis Basin),-0.394565900458618,0.476049765193929,0.977604166666667,TRUE,-0.103290297091007,2.90240459962568,0.666666666666667,3,TRUE
Eastern Paris Basin (Paris Basin),-0.277089912205492,1.00010473870634,0.901041666666667,TRUE,-0.515780985355377,0.141874338191287,1,3,TRUE
Eastern Pennyroyal Plateau (Interior Low Plateaus),0.0628923946021055,6.41723217974096,0.580729166666667,TRUE,0.0248816311359406,2.74683101585959,0.666666666666667,3,TRUE
Eastern Pilbara Granite-Greenstone Terrane (Pilbara Craton),-0.345303163548573,0.765237543476573,0.997916666666667,TRUE,-0.374181061983109,0.40270287771039,1,3,TRUE
Eastern Poti and Piaui and Cabecas and Serra Grande Aquifers (Parnaiba Basin),0.163550668938176,0.990478081195885,0.808333333333333,TRUE,-0.0564000830054283,4.40509751065108,0.666666666666667,3,FALSE
Eastern Riverine Plains (Murray Basin),0.280814242541493,0.959473662440061,0.934895833333333,TRUE,0.53595906496048,0.19229126299322,1,3,TRUE
Eastern Saq Aquifer (Ram-Saq Aquifer System),-0.903862897409158,1.06823010446817,1,FALSE,-1.27907681465149,0.324649285709892,1,3,TRUE
Eastern Satpura Basalt Aquifers (Satpura Basalts),0.815431265370597,0.806225839934406,1,FALSE,1.06340146064758,0.142694467032971,1,3,TRUE
Eastern Second Songhuajiang System (Songnen Plain),0.444762160742099,0.883359774831986,1,FALSE,0.322409152984619,0.415434336181359,1,3,TRUE
Eastern Silurian-Devonian Aquifers (Northern Midwest Aquifer System),0.301602399264053,1.16120031015203,0.903645833333333,TRUE,0.461605995893478,0.417401799362861,1,3,TRUE
Eastern Vindhyan Basin,0.0362608391480634,14.5074356456009,0.5328125,TRUE,0.599346339702606,0.567674085957911,1,3,TRUE
Eastside Lower Indus Valley (Indus Basin),-0.0224463816567225,38.3715522836576,0.517708333333333,TRUE,-0.04813302308321,8.37813570721506,0.666666666666667,3,TRUE
Eastside Middle Indus Plain (Indus Basin),-1.33836639147945,0.336860252268697,1,FALSE,-1.10842096805573,0.49867645130854,1,3,TRUE
Edwards Plateau (Edwards-Trinity Aquifer System),-0.575857367385142,0.584237943391895,1,FALSE,-0.643089234828949,0.0794371470038641,1,3,TRUE
Flint Hills Upland (Osage Cuestas Aquifer System),-0.0096450416346667,44.2045618051907,0.51875,TRUE,-0.259714901447296,0.465584882632405,1,3,TRUE
Gambier Embayment (Otway Basin),0.0174048050751409,14.4021908062119,0.5390625,TRUE,0.0550869330763817,3.5558560238843,0.333333333333333,3,TRUE
Ghaap Plateau Dolomite Aquifer System,0.139747033074988,1.08535137169048,0.899479166666667,TRUE,0.235230952501297,0.547749846985465,1,3,TRUE
Great Bend Prairie (High Plains),-0.469504597008362,1.46101555545919,0.85625,TRUE,-0.376586437225342,1.36899927699463,1,3,TRUE
Great Plains Dakota Aquifer,-0.21237511289403,2.39318009257165,0.7296875,TRUE,-0.316452115774155,0.673237166039876,1,3,TRUE
Gunnedah Basin and Liverpool Plains,0.279048604191909,0.889820046920046,1,FALSE,0.461753636598587,0.571789985995117,1,3,TRUE
Gypsum Hills,-0.747661131310711,1.39156712802856,0.949479166666667,TRUE,-1.00772285461426,0.598026922210635,1,3,TRUE
Hatfield Valley,-0.0329216958769692,21.783250268712,0.530208333333333,TRUE,-0.0803085118532181,1.91741104272395,0.666666666666667,3,TRUE
Hetao Basin,-0.348682395156122,0.70644136357688,0.9671875,TRUE,-0.529333591461182,0.125258536897359,1,3,TRUE
Hill Country (Edwards-Trinity Aquifer System),-0.524733117562595,0.835767604434616,0.9671875,TRUE,-0.777560293674469,0.469386323668982,1,3,TRUE
Houston-Galveston Area (Gulf Coast Regional Aquifer System),-0.238081086166297,1.71460018853223,0.852083333333333,TRUE,-0.320111989974976,1.24350843892699,1,3,TRUE
Intermediate Aquifer (Floridan Aquifer System),0.241811729875531,1.68052848297883,0.752604166666667,TRUE,0.997482895851135,0.124749193097622,1,3,TRUE
Ivanhoe Plains (Murray Basin),0.104983609587772,2.25379122646194,0.684895833333333,TRUE,0.287654280662537,0.290083708416718,1,3,TRUE
Jianghan Plain,0.282928549897152,1.02749316334413,0.931770833333333,TRUE,0.181507661938667,1.21015636692351,0.666666666666667,3,TRUE
Jiangsu Coastal Plain (Huaihe River Basin),0.0253877350755101,9.60842253121077,0.5640625,TRUE,-0.0676716566085815,1.23121171858348,0.666666666666667,3,FALSE
Kurnool Basin (Cuddapah Sedimentary Basin),0.431610501850385,0.418564360998835,1,FALSE,0.378980159759522,0.213404921368078,1,3,TRUE
Lachlan Alluvium,0.351772500280997,0.985004470686833,0.975,TRUE,0.624394714832306,0.180658873640234,1,3,TRUE
Lafayette Area (Gulf Coast Regional Aquifer System),0.131208618680273,2.49649521429734,0.709895833333333,TRUE,0.154716804623604,0.214230960633328,1,3,TRUE
Laizhou Coastal Plain,-0.348203582165406,0.711610382742586,0.983333333333333,TRUE,-0.942880511283874,0.295514292704112,1,3,TRUE
Lake Frome Embayment (Great Artesian Basin),-0.00945168371125271,23.6327268043876,0.508854166666667,TRUE,0.164488315582275,0.735317644662958,1,3,FALSE
Landes Plain (Aquitaine Basin),-0.0550634076333953,5.45892429512071,0.584895833333333,TRUE,-0.257664352655411,0.581316598234445,0.666666666666667,3,TRUE
Lannemezan Plateau (Aquitaine Basin),-0.10037237648837,2.74191645338472,0.709895833333333,TRUE,-0.377201408147812,0.48041843821402,1,3,TRUE
Letaba Lowveld,-0.24965464173284,0.517494072886394,0.998958333333333,TRUE,-0.157093897461891,0.546011896919419,1,3,TRUE
Limpopo Plateau,-0.132756974898241,1.03232275017856,0.9296875,TRUE,0.00991498120129108,7.67925621798719,0.666666666666667,3,FALSE
Lower Athabasca (Lower Athabasca Basin),-0.354866701777795,3.84754416833467,0.683333333333333,TRUE,-1.00947499275208,0.305752300695907,1,3,TRUE
Lower Coastal Plain (Floridan Aquifer System),0.237229453559597,1.8789166136764,0.732291666666667,TRUE,0.726419627666473,0.110194391718789,1,3,TRUE
Lower Liaohe River Plain (Liaohe River Basin),0.0190795339737342,10.5275883613908,0.565104166666667,TRUE,-0.159216210246086,2.12831045617151,0.666666666666667,3,FALSE
Lower Limestone Coast Aquifer System (Murray Basin),0.0149978709197235,16.2382598176331,0.533854166666667,TRUE,0.270759552717209,0.808281682383283,0.666666666666667,3,TRUE
Madhupur Tract and Eastern Floodplains (Bengal Basin),-0.617897098667353,0.426976201592451,1,FALSE,-0.804232895374298,1.13885794849382,0.666666666666667,3,TRUE
Malm Valangnian Aquifer,-0.502609192703455,0.4767413699387,1,FALSE,-0.650035679340363,1.00574364679163,1,3,TRUE
Malwa Plateau Gneiss Complex (Malwa Plateau),-0.782644090626832,0.341223602385186,1,FALSE,-0.933305740356445,0.469483286533789,1,3,TRUE
Michigan Basin,0.617960717341416,0.892115284418705,0.9578125,TRUE,1.55716264247894,0.127016595001832,1,3,TRUE
Middle Chao Phraya Basin,-0.351812459537909,1.11076928444096,0.946875,TRUE,-0.575817286968231,0.153405617926237,1,3,TRUE
Middle Gangetic Plain (Indo-Gangetic Plain),-0.679511921412402,0.351330745525744,1,FALSE,-1.09369719028473,0.101208696142185,1,3,TRUE
Middle-Upper Devonian Aquifer System (Baltic Artesian Basin),0.0520159021708567,6.68847353666789,0.615625,TRUE,0.130406707525253,1.93140333608869,0.666666666666667,3,TRUE
Milk River,0.0457654108101253,8.08222052630411,0.571354166666667,TRUE,0.10124284029007,1.65688124678774,1,3,TRUE
Mimosa Syncline and Eastern Surat Basin (Great Artesian Basin),0.153836064560225,1.35522050691012,0.838020833333333,TRUE,0.23349367082119,0.344898288043105,1,3,TRUE
Missionary Plains Syncline and Mereenie Anticline (Amadeus Basin),-0.285182975737581,1.25620062731568,0.920833333333333,TRUE,-0.257445931434631,0.394585048339679,1,3,TRUE
Mississippi Delta (Gulf Coast Regional Aquifer System),0.248984215039585,1.35354653675824,0.8,TRUE,0.347703009843826,2.90954717747365,1,3,TRUE
Mississippian-Silurian-Devonian Carbonates (Northern Midwest Aquifer System),0.198257777677928,2.57858503856061,0.694270833333333,TRUE,0.01564035192132,5.55036424373426,0.666666666666667,3,TRUE
Mount Vernon Hill County (Central Lowland Till Plain),0.093715764535364,4.76524206491962,0.60625,TRUE,-0.0146635454148054,0.846565438299809,0.666666666666667,3,FALSE
Nanyang Basin,0.0774538837080081,3.34899457098166,0.665625,TRUE,-0.307526171207428,1.15561390176014,0.666666666666667,3,FALSE
New Brunswick Carboniferous Basin (Maritimes Basin),0.396910634595981,1.71133721295228,0.7921875,TRUE,0.845978438854218,0.690221341078095,1,3,TRUE
New Jersey Coastal Plain (North Atlantic Coastal Plain),0.0857415697205733,5.67169357497016,0.603125,TRUE,0.215435117483139,1.17463997843073,1,3,TRUE
Newcastle Till Plain (Central Lowland Till Plain),-0.0817069261428778,6.40814170430636,0.583333333333333,TRUE,-0.120275400578976,0.924090931532257,1,3,TRUE
North Carolina and Virginia Coastal Plain (North Atlantic Coastal Plain),0.0924524688761717,4.85957360301449,0.601041666666667,TRUE,0.182919889688492,0.986655338996734,1,3,TRUE
North Rewa Basin (Son-Mahandai Valley Basins),0.095930103422581,3.63110130543224,0.628125,TRUE,0.191240236163139,2.05158550605953,1,3,TRUE
North-central High Plains (High Plains),-0.540288421339857,1.26407745012141,0.868229166666667,TRUE,-1.12925791740417,0.3195716581888,1,3,TRUE
Northcentral Coromandel Schist Aquifers (Coromandel Coastal Plain),0.285872815165996,0.388778842109914,1,FALSE,0.222901195287704,0.927078961558419,1,3,TRUE
Northcentral Deccan Basalt Plateau (Deccan Plateau),0.725927795531511,0.521209679725135,1,FALSE,0.641748249530792,0.367365069994666,1,3,TRUE
Northcentral Mega Aquifer System (Mega Aquifer System),-0.323156708316219,0.878760631572989,0.913541666666667,TRUE,-0.449627757072449,0.289122346623624,1,3,TRUE
Northcentral Piedmont Plain (North China Plain),-0.704660016171799,0.640289962004395,0.990625,TRUE,-1.33644354343414,0.120031744103351,1,3,TRUE
Northcentral Piedmont Upland (Piedmont Plateau),-0.0653204552739777,7.41320480807801,0.5578125,TRUE,0.0823846012353897,2.71852305508473,0.666666666666667,3,FALSE
Northcentral Valley and Ridge (Valley and Ridge Aquifer System),-0.070616966739873,6.75891717937273,0.577604166666667,TRUE,0.0371901541948319,3.41724520782807,0.666666666666667,3,FALSE
Northeast Missouri Carbonates (Northern Midwest Aquifer System),0.144554903647053,3.35906415169747,0.6421875,TRUE,0.134802624583244,0.540108546434397,1,3,TRUE
Northeastern Deccan Basalt Plateau (Deccan Plateau),0.68472721696204,0.616949242604844,1,FALSE,0.782143473625183,0.254299091843663,1,3,TRUE
Northeastern Judith River (Bearpaw-Judith River Aquifer System),0.00957119180174459,48.4427397371741,0.507291666666667,TRUE,-0.0157628078013659,5.78457784747535,0.666666666666667,3,FALSE
Northeastern Karoo Basin (Main Karoo Basin),0.0746846502039183,2.46384154522495,0.707291666666667,TRUE,0.226835489273071,1.03199077008294,1,3,TRUE
Northern Allegheny Plateau (Appalachian Plateaus),-0.0490521111424751,13.279636710464,0.525520833333333,TRUE,0.248224183917046,0.288637987067268,1,3,FALSE
Northern Aquitaine Basin (Aquitaine Basin),-0.108404857367728,2.84337385375719,0.697395833333333,TRUE,-0.319053053855896,0.43653216938654,1,3,TRUE
Northern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),0.312973057940391,1.21300086791841,0.90625,TRUE,0.77788782119751,0.705294513926818,1,3,TRUE
Northern Columbia River Basin (Columbia Plateau Regional Aquifer System),-0.4123189884672,1.24280373256669,0.8703125,TRUE,-0.370138049125671,0.606357508012224,1,3,TRUE
Northern Cumberland Plateau and Mountains (Appalachian Plateaus),0.0263653779895959,15.3397404975567,0.540625,TRUE,0.158797979354858,0.559039564775459,1,3,TRUE
Northern Dharwar Craton Banded Gneiss Complex (Dharwar Craton Banded Gneiss Complex),0.585606441758707,0.443632710877062,1,FALSE,0.519936501979828,0.210412896260234,1,3,TRUE
Northern Duero Basin (Duero Basin),-0.17639877331801,1.49423255955227,0.8328125,TRUE,-0.0565550811588764,1.177923179493,0.666666666666667,3,TRUE
Northern Eromanga Basin (Great Artesian Basin),-0.00640447829893631,29.9739726487645,0.515104166666667,TRUE,0.15931436419487,0.566353106410888,0.666666666666667,3,FALSE
Northern Georgina Basin (Daly-Wiso-Georgina Basins),0.41142703356107,0.931718811069274,1,FALSE,0.881266534328461,0.185776735233662,1,3,TRUE
Northern Guarani Aquifer (Guarani Aquifer System),-0.923266831404929,0.448945445411692,1,FALSE,-1.31578207015991,0.1810765584485,1,3,TRUE
Northern High Plains (High Plains),0.243483955430572,2.11049017493935,0.725520833333333,TRUE,0.365992605686188,0.146837136137642,1,3,TRUE
Northern Hirri Basin (Chhattisgarh Basin),0.199137662390674,1.66886833837899,0.854166666666667,TRUE,0.253174871206284,1.42454796796144,1,3,TRUE
Northern Karoo Basin (Main Karoo Basin),0.168308182130551,1.19478895173247,0.943229166666667,TRUE,0.233171910047531,0.21223017628817,1,3,TRUE
Northern Khorat Plateau (Khorat Plateau Aquifer System),-0.127476283706611,1.64726212526404,0.7515625,TRUE,-0.398790180683136,0.351025597297936,1,3,TRUE
Northern Mallee (Murray Basin),0.0144082428387808,16.2161951210014,0.511458333333333,TRUE,0.240704938769341,0.180040963423569,1,3,TRUE
Northern Mega Aquifer System (Mega Aquifer System),-0.597604505668763,0.54409870982423,0.96875,TRUE,-0.425623625516892,0.480232375190972,1,3,TRUE
Northern Nuomin-Taoer System (Songnen Plain),0.644088294521193,0.761522320270659,1,FALSE,0.917102038860321,0.149227185350925,1,3,TRUE
Northern Paris Basin (Paris Basin),-0.13578728862914,2.17339691206175,0.752083333333333,TRUE,-0.422847419977188,1.0102223611463,1,3,TRUE
Northern Piedmont Upland (Piedmont Plateau),0.00979171920166036,50.2596169490037,0.517708333333333,TRUE,0.127890437841415,1.83609128348555,1,3,TRUE
Northern Piedmont and Tista Fan (Bengal Basin),-0.989337273513922,0.575013321468481,1,FALSE,-1.97202968597412,0.272286663316928,1,3,TRUE
Northern Pitted Karst Plain (Yucatan Peninsula),0.144550135190158,1.92183597717525,0.740625,TRUE,0.959003031253815,0.655990238542753,1,3,TRUE
Northern Riverine Plains (Murray Basin),0.254952954846041,0.952683387893828,0.938020833333333,TRUE,0.480379670858383,0.170820256783557,1,3,TRUE
Northern San Juan Basin,-0.465127952825594,0.757458712379264,0.933333333333333,TRUE,-0.528892755508423,0.703216812864772,1,3,TRUE
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),0.0343197871739189,10.6678038705371,0.528645833333333,TRUE,0.136523708701134,7.04689295980736,0.666666666666667,3,TRUE
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),0.830570275231117,0.739915331716851,0.869791666666667,TRUE,0.219286099076271,1.15649704971602,1,3,TRUE
Northern Valley and Ridge (Valley and Ridge Aquifer System),-0.09182948734336,5.77564357066121,0.603645833333333,TRUE,0.193270266056061,0.676119193088622,0.666666666666667,3,FALSE
Northwestern Deccan Basalt Plateau (Deccan Plateau),0.851690148643577,0.716666861424541,1,FALSE,1.00954210758209,0.0673967276732203,1,3,TRUE
Northwestern Malwa Plateau (Malwa Plateau),0.224857418799036,5.95327834186478,0.6359375,TRUE,0.393384397029877,1.81725724424404,1,3,TRUE
Ocala Uplift (Floridan Aquifer System),0.279396951425407,1.44260412490093,0.7890625,TRUE,0.679854512214661,0.225457927387059,1,3,TRUE
Osage Plains (Osage Cuestas Aquifer System),0.119925156275778,3.79005524740342,0.6578125,TRUE,0.0368358381092548,3.65510796117938,1,3,TRUE
Ozark Plateaus Aquifer System,0.226562370543875,1.92785162020211,0.743229166666667,TRUE,0.273862093687058,0.525076646316521,1,3,TRUE
Palouse Slope (Columbia Plateau Regional Aquifer System),-0.317614482237455,1.30122852611809,0.834895833333333,TRUE,-0.0569324307143688,2.78031625729592,0.666666666666667,3,TRUE
Paskapoo-Scollard,-0.322977990667824,1.77885763531139,0.847916666666667,TRUE,-0.464728772640228,0.831993476857015,0.666666666666667,3,TRUE
Pearl and Chattahoochee Aquifer System,0.164061268987822,2.25449903526724,0.696875,TRUE,0.443725675344467,0.728866946610049,0.666666666666667,3,TRUE
Pecos Valley,-0.839338662866549,0.413006743364837,1,FALSE,-0.853464126586914,0.21529823269514,1,3,TRUE
Peedee and Black Creek and Cape Fear Aquifers,0.193004268332743,2.4683552022831,0.694270833333333,TRUE,0.520419538021088,0.212656268772496,1,3,TRUE
Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),-0.0969105778390422,2.19331766414364,0.758854166666667,TRUE,0.0353259406983852,1.71683992012853,1,3,FALSE
Powder River Basin (Northern Great Plains),0.378713261224424,1.43357210176718,0.7578125,TRUE,0.305346786975861,0.393185439643294,1,3,TRUE
Rechna Doab (Indus Basin),-1.55933072221571,0.266366781747825,1,FALSE,-1.38197898864746,0.0441467521444197,1,3,TRUE
Red River Delta,0.332732669961562,0.65555706259901,1,FALSE,0.103350475430489,2.90166735080488,1,3,TRUE
Ribstone Creek and Northern Judith River Aquifer (Bearpaw-Judith River Aquifer System),0.0436396488137901,9.53186486048047,0.550520833333333,TRUE,-0.133616909384727,1.96566475358929,0.666666666666667,3,FALSE
