recipe_id,acc_select,acc_holdout
CSR_43,0.92,0.916666666666667
CSR_431,0.92,0.708333333333333
CSR_44,0.92,0.916666666666667
CSR_448,0.92,0.625
CSR_449,0.92,0.625
CSR_45,0.92,0.875
CSR_450,0.92,0.708333333333333
CSR_456,0.92,0.75
CSR_457,0.92,0.791666666666667
CSR_458,0.92,0.75
CSR_459,0.92,0.791666666666667
CSR_46,0.92,0.916666666666667
CSR_460,0.92,0.75
CSR_461,0.92,0.791666666666667
CSR_462,0.92,0.791666666666667
CSR_463,0.92,0.791666666666667
CSR_47,0.92,0.916666666666667
CSR_48,0.92,0.833333333333333
CSR_49,0.92,0.833333333333333
CSR_5,0.92,0.75
CSR_50,0.92,0.833333333333333
CSR_504,0.92,0.791666666666667
CSR_505,0.92,0.833333333333333
CSR_506,0.92,0.791666666666667
CSR_507,0.92,0.833333333333333
CSR_509,0.92,0.833333333333333
CSR_51,0.92,0.833333333333333
CSR_510,0.92,0.791666666666667
CSR_511,0.92,0.833333333333333
CSR_52,0.92,0.833333333333333
CSR_529,0.92,0.75
CSR_53,0.92,0.833333333333333
CSR_533,0.92,0.75
CSR_534,0.92,0.75
CSR_535,0.92,0.75
CSR_54,0.92,0.833333333333333
CSR_540,0.92,0.791666666666667
CSR_55,0.92,0.833333333333333
CSR_581,0.92,0.708333333333333
CSR_583,0.92,0.708333333333333
CSR_6,0.92,0.833333333333333
CSR_7,0.92,0.791666666666667
CSR_72,0.92,0.875
CSR_73,0.92,0.833333333333333
CSR_74,0.92,0.916666666666667
CSR_75,0.92,0.833333333333333
CSR_76,0.92,0.916666666666667
CSR_77,0.92,0.833333333333333
CSR_78,0.92,0.916666666666667
CSR_79,0.92,0.833333333333333
CSR_80,0.92,0.791666666666667
CSR_81,0.92,0.791666666666667
CSR_82,0.92,0.75
CSR_97,0.92,0.75
CSR_99,0.92,0.791666666666667
GFZ_0,0.92,0.75
GFZ_1,0.92,0.75
GFZ_100,0.92,0.75
GFZ_101,0.92,0.708333333333333
GFZ_102,0.92,0.791666666666667
GFZ_103,0.92,0.75
GFZ_104,0.92,0.791666666666667
GFZ_105,0.92,0.791666666666667
GFZ_106,0.92,0.791666666666667
GFZ_107,0.92,0.791666666666667
GFZ_108,0.92,0.791666666666667
GFZ_109,0.92,0.833333333333333
GFZ_11,0.92,0.833333333333333
GFZ_110,0.92,0.791666666666667
GFZ_111,0.92,0.791666666666667
GFZ_12,0.92,0.916666666666667
GFZ_128,0.92,0.708333333333333
GFZ_129,0.92,0.625
GFZ_13,0.92,0.875
GFZ_130,0.92,0.666666666666667
