Study_area,term,term_type,frac,ax1,ax2,tier
Northern Hirri Basin (Chhattisgarh Basin),centre x c30_treatment,interaction,2.83530093827546e-06,centre,c30_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),centre x geocenter,interaction,2.44970195561789e-07,centre,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),truncation x filter,interaction,0.0478634631870668,truncation,filter,tier2
Northern Hirri Basin (Chhattisgarh Basin),truncation x gia_model,interaction,2.67802341539218e-14,truncation,gia_model,tier2
Northern Hirri Basin (Chhattisgarh Basin),truncation x c20_treatment,interaction,9.64127523758156e-06,truncation,c20_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),truncation x c30_treatment,interaction,8.58889892233595e-08,truncation,c30_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),truncation x geocenter,interaction,1.35426374023094e-07,truncation,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),filter x gia_model,interaction,-1.41507181790868e-16,filter,gia_model,tier2
Northern Hirri Basin (Chhattisgarh Basin),filter x c20_treatment,interaction,1.08195835839096e-07,filter,c20_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),filter x c30_treatment,interaction,5.26402596737842e-09,filter,c30_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),filter x geocenter,interaction,4.25466499422128e-08,filter,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),gia_model x c20_treatment,interaction,7.51756903263986e-17,gia_model,c20_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),gia_model x c30_treatment,interaction,1.60232009068859e-16,gia_model,c30_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),gia_model x geocenter,interaction,2.16682872117267e-16,gia_model,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),c20_treatment x c30_treatment,interaction,-5.0923238759702e-17,c20_treatment,c30_treatment,tier2
Northern Hirri Basin (Chhattisgarh Basin),c20_treatment x geocenter,interaction,7.51756903263986e-17,c20_treatment,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),c30_treatment x geocenter,interaction,9.06530383347748e-17,c30_treatment,geocenter,tier2
Northern Hirri Basin (Chhattisgarh Basin),higher-order,residual,0.00919377430422531,,,tier2
Northern Karoo Basin (Main Karoo Basin),centre,main,0.019551644051209,centre,,tier1
Northern Karoo Basin (Main Karoo Basin),truncation,main,0.0103077992446151,truncation,,tier1
Northern Karoo Basin (Main Karoo Basin),filter,main,0.775480115398792,filter,,tier1
Northern Karoo Basin (Main Karoo Basin),gia_model,main,0.0197181833909066,gia_model,,tier1
Northern Karoo Basin (Main Karoo Basin),c20_treatment,main,0.00209181094086099,c20_treatment,,tier1
Northern Karoo Basin (Main Karoo Basin),c30_treatment,main,9.54390548101055e-05,c30_treatment,,tier1
Northern Karoo Basin (Main Karoo Basin),geocenter,main,0.119948250157468,geocenter,,tier1
Northern Karoo Basin (Main Karoo Basin),centre x truncation,interaction,0.000300951800661071,centre,truncation,tier1
Northern Karoo Basin (Main Karoo Basin),centre x filter,interaction,0.0253349997412537,centre,filter,tier1
Northern Karoo Basin (Main Karoo Basin),centre x gia_model,interaction,1.89494468114589e-13,centre,gia_model,tier1
Northern Karoo Basin (Main Karoo Basin),centre x c20_treatment,interaction,0.000681629085715111,centre,c20_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),centre x c30_treatment,interaction,5.58640556466827e-06,centre,c30_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),centre x geocenter,interaction,4.98367512533135e-07,centre,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),truncation x filter,interaction,0.0250118122132556,truncation,filter,tier1
Northern Karoo Basin (Main Karoo Basin),truncation x gia_model,interaction,4.01516653379878e-15,truncation,gia_model,tier1
Northern Karoo Basin (Main Karoo Basin),truncation x c20_treatment,interaction,5.0889574693623e-06,truncation,c20_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),truncation x c30_treatment,interaction,1.69227612522824e-07,truncation,c30_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),truncation x geocenter,interaction,3.58074446741512e-07,truncation,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),filter x gia_model,interaction,5.84173819466625e-16,filter,gia_model,tier1
Northern Karoo Basin (Main Karoo Basin),filter x c20_treatment,interaction,5.71332560304163e-08,filter,c20_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),filter x c30_treatment,interaction,1.03733745538931e-08,filter,c30_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),filter x geocenter,interaction,3.65328226525641e-07,filter,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),gia_model x c20_treatment,interaction,1.56328205209379e-16,gia_model,c20_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),gia_model x c30_treatment,interaction,1.18419258243001e-16,gia_model,c30_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),gia_model x geocenter,interaction,6.25312820837514e-16,gia_model,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),c20_treatment x c30_treatment,interaction,-4.51082722062835e-17,c20_treatment,c30_treatment,tier1
Northern Karoo Basin (Main Karoo Basin),c20_treatment x geocenter,interaction,-1.81011606031912e-16,c20_treatment,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),c30_treatment x geocenter,interaction,-1.81011606031912e-16,c30_treatment,geocenter,tier1
Northern Karoo Basin (Main Karoo Basin),higher-order,residual,0.00146523105279481,,,tier1
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre,main,0.065357368495408,centre,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation,main,0.0284899981303239,truncation,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),filter,main,0.450251200266844,filter,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),gia_model,main,0.331816909427621,gia_model,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),c20_treatment,main,0.0164952877779461,c20_treatment,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),c30_treatment,main,8.56415848582008e-05,c30_treatment,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),geocenter,main,0.00030813266891304,geocenter,,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x truncation,interaction,0.00245636537589883,centre,truncation,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x filter,interaction,0.0644436585640716,centre,filter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x gia_model,interaction,3.18166263828038e-12,centre,gia_model,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x c20_treatment,interaction,0.00537508788240965,centre,c20_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x c30_treatment,interaction,5.01292288806366e-06,centre,c30_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),centre x geocenter,interaction,1.5758984898035e-06,centre,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation x filter,interaction,0.0317701128403388,truncation,filter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation x gia_model,interaction,6.50078761910564e-14,truncation,gia_model,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation x c20_treatment,interaction,4.01297366521654e-05,truncation,c20_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation x c30_treatment,interaction,1.51855251959611e-07,truncation,c30_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),truncation x geocenter,interaction,9.54764872027143e-07,truncation,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),filter x gia_model,interaction,-4.70761447071508e-16,filter,gia_model,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),filter x c20_treatment,interaction,4.50247602643652e-07,filter,c20_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),filter x c30_treatment,interaction,9.30565068031771e-09,filter,c30_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),filter x geocenter,interaction,9.38457685866944e-10,filter,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),gia_model x c20_treatment,interaction,-2.30031161637214e-16,gia_model,c20_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),gia_model x c30_treatment,interaction,-3.60175972200129e-16,gia_model,c30_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),gia_model x geocenter,interaction,-2.94476665133687e-16,gia_model,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),c20_treatment x c30_treatment,interaction,4.90655130381703e-17,c20_treatment,c30_treatment,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),c20_treatment x geocenter,interaction,5.09880118454581e-18,c20_treatment,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),c30_treatment x geocenter,interaction,1.83891190262308e-18,c30_treatment,geocenter,tier2
Northern Khorat Plateau (Khorat Plateau Aquifer System),higher-order,residual,0.00310195131225587,,,tier2
Northern Mallee (Murray Basin),centre,main,0.134460267042211,centre,,tier2
Northern Mallee (Murray Basin),truncation,main,0.00329690663572621,truncation,,tier2
Northern Mallee (Murray Basin),filter,main,0.0164246146593692,filter,,tier2
Northern Mallee (Murray Basin),gia_model,main,0.0399842783955238,gia_model,,tier2
Northern Mallee (Murray Basin),c20_treatment,main,0.000278269205723288,c20_treatment,,tier2
Northern Mallee (Murray Basin),c30_treatment,main,0.000126515254857547,c30_treatment,,tier2
Northern Mallee (Murray Basin),geocenter,main,0.756214476142926,geocenter,,tier2
Northern Mallee (Murray Basin),centre x truncation,interaction,0.00286714234008684,centre,truncation,tier2
Northern Mallee (Murray Basin),centre x filter,interaction,0.0310004058336129,centre,filter,tier2
Northern Mallee (Murray Basin),centre x gia_model,interaction,3.83120844876146e-13,centre,gia_model,tier2
Northern Mallee (Murray Basin),centre x c20_treatment,interaction,9.06756861849274e-05,centre,c20_treatment,tier2
Northern Mallee (Murray Basin),centre x c30_treatment,interaction,7.40541219179793e-06,centre,c30_treatment,tier2
Northern Mallee (Murray Basin),centre x geocenter,interaction,6.85484415904454e-06,centre,geocenter,tier2
Northern Mallee (Murray Basin),truncation x filter,interaction,0.00736349589451303,truncation,filter,tier2
Northern Mallee (Murray Basin),truncation x gia_model,interaction,7.87717907624665e-15,truncation,gia_model,tier2
Northern Mallee (Murray Basin),truncation x c20_treatment,interaction,6.76972290079638e-07,truncation,c20_treatment,tier2
Northern Mallee (Murray Basin),truncation x c30_treatment,interaction,2.24330080797155e-07,truncation,c30_treatment,tier2
Northern Mallee (Murray Basin),truncation x geocenter,interaction,4.72184709824486e-06,truncation,geocenter,tier2
Northern Mallee (Murray Basin),filter x gia_model,interaction,-1.92439228247068e-17,filter,gia_model,tier2
Northern Mallee (Murray Basin),filter x c20_treatment,interaction,7.61892475568911e-09,filter,c20_treatment,tier2
Northern Mallee (Murray Basin),filter x c30_treatment,interaction,1.37543377992676e-08,filter,c30_treatment,tier2
Northern Mallee (Murray Basin),filter x geocenter,interaction,2.30321068716102e-06,filter,geocenter,tier2
Northern Mallee (Murray Basin),gia_model x c20_treatment,interaction,-3.27246916784728e-17,gia_model,c20_treatment,tier2
Northern Mallee (Murray Basin),gia_model x c30_treatment,interaction,-5.06155261795674e-17,gia_model,c30_treatment,tier2
Northern Mallee (Murray Basin),gia_model x geocenter,interaction,-2.05268510130206e-16,gia_model,geocenter,tier2
Northern Mallee (Murray Basin),c20_treatment x c30_treatment,interaction,-5.5125820591608e-19,c20_treatment,c30_treatment,tier2
Northern Mallee (Murray Basin),c20_treatment x geocenter,interaction,6.15805530390618e-16,c20_treatment,geocenter,tier2
Northern Mallee (Murray Basin),c30_treatment x geocenter,interaction,5.13171275325515e-16,c30_treatment,geocenter,tier2
Northern Mallee (Murray Basin),higher-order,residual,0.00787074491910395,,,tier2
Northern Mega Aquifer System (Mega Aquifer System),centre,main,0.0110242491517315,centre,,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation,main,0.000552095349906895,truncation,,tier1
Northern Mega Aquifer System (Mega Aquifer System),filter,main,0.858159178287407,filter,,tier1
Northern Mega Aquifer System (Mega Aquifer System),gia_model,main,0.0195284365115173,gia_model,,tier1
Northern Mega Aquifer System (Mega Aquifer System),c20_treatment,main,0.000451809631936426,c20_treatment,,tier1
Northern Mega Aquifer System (Mega Aquifer System),c30_treatment,main,4.28538426892305e-05,c30_treatment,,tier1
Northern Mega Aquifer System (Mega Aquifer System),geocenter,main,0.0900425736802397,geocenter,,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x truncation,interaction,0.00413980754373157,centre,truncation,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x filter,interaction,0.00444854617463236,centre,filter,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x gia_model,interaction,1.87390593957907e-13,centre,gia_model,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x c20_treatment,interaction,0.000147224867189771,centre,c20_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x c30_treatment,interaction,2.50839605680111e-06,centre,c30_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),centre x geocenter,interaction,6.90336653478789e-08,centre,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation x filter,interaction,0.000248898357351738,truncation,filter,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation x gia_model,interaction,3.92582433243756e-15,truncation,gia_model,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation x c20_treatment,interaction,1.09916226495321e-06,truncation,c20_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation x c30_treatment,interaction,7.59861166180468e-08,truncation,c30_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),truncation x geocenter,interaction,6.29557541540244e-08,truncation,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),filter x gia_model,interaction,-2.81813910204889e-16,filter,gia_model,tier1
Northern Mega Aquifer System (Mega Aquifer System),filter x c20_treatment,interaction,1.23495442906435e-08,filter,c20_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),filter x c30_treatment,interaction,4.65878261232294e-09,filter,c30_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),filter x geocenter,interaction,2.7424383537608e-07,filter,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),gia_model x c20_treatment,interaction,5.80996559667198e-17,gia_model,c20_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),gia_model x c30_treatment,interaction,2.07423416492764e-16,gia_model,c30_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),gia_model x geocenter,interaction,1.40906955102445e-16,gia_model,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),c20_treatment x c30_treatment,interaction,-3.95307001320932e-17,c20_treatment,c30_treatment,tier1
Northern Mega Aquifer System (Mega Aquifer System),c20_treatment x geocenter,interaction,1.72219611791877e-16,c20_treatment,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),c30_treatment x geocenter,interaction,3.13126566894322e-16,c30_treatment,geocenter,tier1
Northern Mega Aquifer System (Mega Aquifer System),higher-order,residual,0.011210219815454,,,tier1
Northern Nuomin-Taoer System (Songnen Plain),centre,main,0.00160875156402267,centre,,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation,main,0.00147506281541689,truncation,,tier2
Northern Nuomin-Taoer System (Songnen Plain),filter,main,0.821824324373033,filter,,tier2
Northern Nuomin-Taoer System (Songnen Plain),gia_model,main,0.0980618903735446,gia_model,,tier2
Northern Nuomin-Taoer System (Songnen Plain),c20_treatment,main,0.00255048733965878,c20_treatment,,tier2
Northern Nuomin-Taoer System (Songnen Plain),c30_treatment,main,1.58791587879972e-06,c30_treatment,,tier2
Northern Nuomin-Taoer System (Songnen Plain),geocenter,main,0.0599534869612369,geocenter,,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x truncation,interaction,0.000238054345627436,centre,truncation,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x filter,interaction,0.00385637010475771,centre,filter,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x gia_model,interaction,9.40325065417965e-13,centre,gia_model,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x c20_treatment,interaction,0.000831091534726682,centre,c20_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x c30_treatment,interaction,9.29467041741642e-08,centre,c30_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),centre x geocenter,interaction,1.13596090528728e-10,centre,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation x filter,interaction,0.00893376434477677,truncation,filter,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation x gia_model,interaction,1.88030192677542e-14,truncation,gia_model,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation x c20_treatment,interaction,6.20482627691274e-06,truncation,c20_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation x c30_treatment,interaction,2.81560861327149e-09,truncation,c30_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),truncation x geocenter,interaction,1.90865477126216e-09,truncation,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),filter x gia_model,interaction,-1.16068020171322e-15,filter,gia_model,tier2
Northern Nuomin-Taoer System (Songnen Plain),filter x c20_treatment,interaction,6.95833586933569e-08,filter,c20_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),filter x c30_treatment,interaction,1.73141120308458e-10,filter,c30_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),filter x geocenter,interaction,1.82600876528266e-07,filter,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),gia_model x c20_treatment,interaction,-8.76555360668838e-17,gia_model,c20_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),gia_model x c30_treatment,interaction,-3.69702926738021e-16,gia_model,c30_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),gia_model x geocenter,interaction,-8.02803806184977e-16,gia_model,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),c20_treatment x c30_treatment,interaction,3.43934041034091e-16,c20_treatment,c30_treatment,tier2
Northern Nuomin-Taoer System (Songnen Plain),c20_treatment x geocenter,interaction,2.99842385442582e-16,c20_treatment,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),c30_treatment x geocenter,interaction,9.67233501427683e-18,c30_treatment,geocenter,tier2
Northern Nuomin-Taoer System (Songnen Plain),higher-order,residual,0.0006585733581452,,,tier2
Northern Paris Basin (Paris Basin),centre,main,0.0346796706747464,centre,,tier2
Northern Paris Basin (Paris Basin),truncation,main,0.00186860242095859,truncation,,tier2
Northern Paris Basin (Paris Basin),filter,main,0.232324900481365,filter,,tier2
Northern Paris Basin (Paris Basin),gia_model,main,0.301571501460551,gia_model,,tier2
Northern Paris Basin (Paris Basin),c20_treatment,main,0.00784375462650341,c20_treatment,,tier2
Northern Paris Basin (Paris Basin),c30_treatment,main,2.12394638455377e-07,c30_treatment,,tier2
Northern Paris Basin (Paris Basin),geocenter,main,0.366737101303423,geocenter,,tier2
Northern Paris Basin (Paris Basin),centre x truncation,interaction,0.00166697633037061,centre,truncation,tier2
Northern Paris Basin (Paris Basin),centre x filter,interaction,0.0454853419247472,centre,filter,tier2
Northern Paris Basin (Paris Basin),centre x gia_model,interaction,2.89353005662551e-12,centre,gia_model,tier2
Northern Paris Basin (Paris Basin),centre x c20_treatment,interaction,0.0025559342293612,centre,c20_treatment,tier2
Northern Paris Basin (Paris Basin),centre x c30_treatment,interaction,1.24322708396003e-08,centre,c30_treatment,tier2
Northern Paris Basin (Paris Basin),centre x geocenter,interaction,1.60679705645146e-06,centre,geocenter,tier2
Northern Paris Basin (Paris Basin),truncation x filter,interaction,0.00221031492337713,truncation,filter,tier2
Northern Paris Basin (Paris Basin),truncation x gia_model,interaction,6.00420752334055e-14,truncation,gia_model,tier2
Northern Paris Basin (Paris Basin),truncation x c20_treatment,interaction,1.90822895823567e-05,truncation,c20_treatment,tier2
Northern Paris Basin (Paris Basin),truncation x c30_treatment,interaction,3.76614122552441e-10,truncation,c30_treatment,tier2
Northern Paris Basin (Paris Basin),truncation x geocenter,interaction,1.16597923803478e-06,truncation,geocenter,tier2
Northern Paris Basin (Paris Basin),filter x gia_model,interaction,-4.08171823476584e-17,filter,gia_model,tier2
Northern Paris Basin (Paris Basin),filter x c20_treatment,interaction,2.14026847527811e-07,filter,c20_treatment,tier2
Northern Paris Basin (Paris Basin),filter x c30_treatment,interaction,2.33793297713952e-11,filter,c30_treatment,tier2
Northern Paris Basin (Paris Basin),filter x geocenter,interaction,1.11697552616197e-06,filter,geocenter,tier2
Northern Paris Basin (Paris Basin),gia_model x c20_treatment,interaction,3.7755893671584e-16,gia_model,c20_treatment,tier2
Northern Paris Basin (Paris Basin),gia_model x c30_treatment,interaction,3.90603762154929e-16,gia_model,c30_treatment,tier2
Northern Paris Basin (Paris Basin),gia_model x geocenter,interaction,-1.22451547042975e-16,gia_model,geocenter,tier2
Northern Paris Basin (Paris Basin),c20_treatment x c30_treatment,interaction,-9.86080992918857e-19,c20_treatment,c30_treatment,tier2
Northern Paris Basin (Paris Basin),c20_treatment x geocenter,interaction,-8.16343646953168e-16,c20_treatment,geocenter,tier2
Northern Paris Basin (Paris Basin),c30_treatment x geocenter,interaction,-9.38795193996144e-16,c30_treatment,geocenter,tier2
Northern Paris Basin (Paris Basin),higher-order,residual,0.00303249032649127,,,tier2
Northern Piedmont Upland (Piedmont Plateau),centre,main,0.015217940118682,centre,,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation,main,0.00961425579806153,truncation,,tier2
Northern Piedmont Upland (Piedmont Plateau),filter,main,0.235820310562724,filter,,tier2
Northern Piedmont Upland (Piedmont Plateau),gia_model,main,0.572095014987451,gia_model,,tier2
Northern Piedmont Upland (Piedmont Plateau),c20_treatment,main,0.000330279452033322,c20_treatment,,tier2
Northern Piedmont Upland (Piedmont Plateau),c30_treatment,main,9.57089949697879e-06,c30_treatment,,tier2
Northern Piedmont Upland (Piedmont Plateau),geocenter,main,0.125075405944843,geocenter,,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x truncation,interaction,0.00272248317323865,centre,truncation,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x filter,interaction,0.0162160649933463,centre,filter,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x gia_model,interaction,5.48745066828109e-12,centre,gia_model,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x c20_treatment,interaction,0.000107623533201632,centre,c20_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x c30_treatment,interaction,5.6022079873186e-07,centre,c30_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),centre x geocenter,interaction,1.11985659005983e-06,centre,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation x filter,interaction,0.0171955447962845,truncation,filter,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation x gia_model,interaction,1.13405465900611e-13,truncation,gia_model,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation x c20_treatment,interaction,8.0350382164097e-07,truncation,c20_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation x c30_treatment,interaction,1.69706529687922e-08,truncation,c30_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),truncation x geocenter,interaction,7.70322488469089e-07,truncation,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),filter x gia_model,interaction,3.61547712754338e-16,filter,gia_model,tier2
Northern Piedmont Upland (Piedmont Plateau),filter x c20_treatment,interaction,9.0023798486858e-09,filter,c20_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),filter x c30_treatment,interaction,1.04124222286644e-09,filter,c30_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),filter x geocenter,interaction,3.80943599509105e-07,filter,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),gia_model x c20_treatment,interaction,5.80806628399303e-16,gia_model,c20_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),gia_model x c30_treatment,interaction,5.67588422836568e-16,gia_model,c30_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),gia_model x geocenter,interaction,6.0257952125723e-17,gia_model,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),c20_treatment x c30_treatment,interaction,8.09127775125675e-20,c20_treatment,c30_treatment,tier2
Northern Piedmont Upland (Piedmont Plateau),c20_treatment x geocenter,interaction,1.05451416220015e-16,c20_treatment,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),c30_treatment x geocenter,interaction,1.20515904251446e-16,c30_treatment,geocenter,tier2
Northern Piedmont Upland (Piedmont Plateau),higher-order,residual,0.00559184387346119,,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre,main,0.00511664990388295,centre,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation,main,0.00835668222798861,truncation,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),filter,main,0.894259136071698,filter,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),gia_model,main,0.0640581237198931,gia_model,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),c20_treatment,main,0.000818926347977988,c20_treatment,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),c30_treatment,main,2.12082229823696e-05,c30_treatment,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),geocenter,main,0.0089680603286247,geocenter,,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x truncation,interaction,0.0016464043680595,centre,truncation,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x filter,interaction,0.00619860069980288,centre,filter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x gia_model,interaction,6.13912163935779e-13,centre,gia_model,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x c20_treatment,interaction,0.000266852042746227,centre,c20_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x c30_treatment,interaction,1.24139674529291e-06,centre,c30_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),centre x geocenter,interaction,8.57113945473367e-08,centre,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation x filter,interaction,0.00758020899898675,truncation,filter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation x gia_model,interaction,1.2739269842345e-14,truncation,gia_model,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation x c20_treatment,interaction,1.99228409709681e-06,truncation,c20_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation x c30_treatment,interaction,3.76052960805941e-08,truncation,c30_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),truncation x geocenter,interaction,4.58869163577974e-08,truncation,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),filter x gia_model,interaction,-8.18645299902664e-16,filter,gia_model,tier2
Northern Piedmont and Tista Fan (Bengal Basin),filter x c20_treatment,interaction,2.23642656696432e-08,filter,c20_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),filter x c30_treatment,interaction,2.30513778483777e-09,filter,c30_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),filter x geocenter,interaction,2.73141408823837e-08,filter,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),gia_model x c20_treatment,interaction,-3.25842372658626e-16,gia_model,c20_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),gia_model x c30_treatment,interaction,-3.11417059285718e-16,gia_model,c30_treatment,tier2
Northern Piedmont and Tista Fan (Bengal Basin),gia_model x geocenter,interaction,-7.68377606048992e-16,gia_model,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),c20_treatment x c30_treatment,interaction,8.51142578546347e-17,c20_treatment,c30_treatment,tier2
