Study_area,term,term_type,frac,ax1,ax2,tier
Transboundary Odanah Shale,centre x gia_model,interaction,5.24718418398918e-12,centre,gia_model,tier2
Transboundary Odanah Shale,centre x c20_treatment,interaction,0.000294254706611887,centre,c20_treatment,tier2
Transboundary Odanah Shale,centre x c30_treatment,interaction,7.65538518978662e-09,centre,c30_treatment,tier2
Transboundary Odanah Shale,centre x geocenter,interaction,3.35024919203002e-07,centre,geocenter,tier2
Transboundary Odanah Shale,truncation x filter,interaction,0.00866125668589683,truncation,filter,tier2
Transboundary Odanah Shale,truncation x gia_model,interaction,1.07840664335435e-13,truncation,gia_model,tier2
Transboundary Odanah Shale,truncation x c20_treatment,interaction,2.19686893524885e-06,truncation,c20_treatment,tier2
Transboundary Odanah Shale,truncation x c30_treatment,interaction,2.31904682682895e-10,truncation,c30_treatment,tier2
Transboundary Odanah Shale,truncation x geocenter,interaction,2.33539587255049e-07,truncation,geocenter,tier2
Transboundary Odanah Shale,filter x gia_model,interaction,7.7459375819546e-16,filter,gia_model,tier2
Transboundary Odanah Shale,filter x c20_treatment,interaction,2.46388036045235e-08,filter,c20_treatment,tier2
Transboundary Odanah Shale,filter x c30_treatment,interaction,1.42985661840033e-11,filter,c30_treatment,tier2
Transboundary Odanah Shale,filter x geocenter,interaction,1.43781062353862e-07,filter,geocenter,tier2
Transboundary Odanah Shale,gia_model x c20_treatment,interaction,-4.58906458305904e-17,gia_model,c20_treatment,tier2
Transboundary Odanah Shale,gia_model x c30_treatment,interaction,-9.03283923892944e-17,gia_model,c30_treatment,tier2
Transboundary Odanah Shale,gia_model x geocenter,interaction,2.42060549436081e-16,gia_model,geocenter,tier2
Transboundary Odanah Shale,c20_treatment x c30_treatment,interaction,-4.59861446401569e-18,c20_treatment,c30_treatment,tier2
Transboundary Odanah Shale,c20_treatment x geocenter,interaction,-1.61373699624054e-17,c20_treatment,geocenter,tier2
Transboundary Odanah Shale,c30_treatment x geocenter,interaction,-2.6895616604009e-17,c30_treatment,geocenter,tier2
Transboundary Odanah Shale,higher-order,residual,0.000236188179812998,,,tier2
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre,main,0.0476629266921032,centre,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation,main,4.50721621838987e-05,truncation,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),filter,main,0.190987912640498,filter,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),gia_model,main,0.602891793686923,gia_model,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),c20_treatment,main,0.000180282709228607,c20_treatment,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),c30_treatment,main,3.53373529549176e-05,c30_treatment,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),geocenter,main,0.153095913020037,geocenter,,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x truncation,interaction,0.00063346256419218,centre,truncation,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x filter,interaction,0.00372695930795804,centre,filter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x gia_model,interaction,5.78327878365857e-12,centre,gia_model,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x c20_treatment,interaction,5.87461980015811e-05,centre,c20_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x c30_treatment,interaction,2.06842772098917e-06,centre,c30_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),centre x geocenter,interaction,1.59357295721533e-06,centre,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation x filter,interaction,7.59591292462003e-05,truncation,filter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation x gia_model,interaction,1.18902424441185e-13,truncation,gia_model,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation x c20_treatment,interaction,4.38591537314987e-07,truncation,c20_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation x c30_treatment,interaction,6.26582597568851e-08,truncation,c30_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),truncation x geocenter,interaction,1.08520565832795e-06,truncation,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),filter x gia_model,interaction,5.44924035019181e-16,filter,gia_model,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),filter x c20_treatment,interaction,4.93171433129633e-09,filter,c20_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),filter x c30_treatment,interaction,3.84192918143185e-09,filter,c30_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),filter x geocenter,interaction,4.66286063355607e-07,filter,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),gia_model x c20_treatment,interaction,-5.19141252307581e-16,gia_model,c20_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),gia_model x c30_treatment,interaction,-4.7261783066544e-17,gia_model,c30_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),gia_model x geocenter,interaction,-2.72462017509591e-16,gia_model,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),c20_treatment x c30_treatment,interaction,4.98892854326643e-19,c20_treatment,c30_treatment,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),c20_treatment x geocenter,interaction,2.45215815758632e-16,c20_treatment,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),c30_treatment x geocenter,interaction,2.17969614007673e-16,c30_treatment,geocenter,tier1
Trinity Aquifer System (Edwards-Trinity Aquifer System),higher-order,residual,0.000599911014931496,,,tier1
Tuli Karoo Aquifer,centre,main,0.00155330858923826,centre,,tier2
Tuli Karoo Aquifer,truncation,main,0.00257178847693077,truncation,,tier2
Tuli Karoo Aquifer,filter,main,0.8949730871804,filter,,tier2
Tuli Karoo Aquifer,gia_model,main,0.00933882222847574,gia_model,,tier2
Tuli Karoo Aquifer,c20_treatment,main,0.00674527995672226,c20_treatment,,tier2
Tuli Karoo Aquifer,c30_treatment,main,8.17917760369425e-05,c30_treatment,,tier2
Tuli Karoo Aquifer,geocenter,main,0.0646278000658597,geocenter,,tier2
Tuli Karoo Aquifer,centre x truncation,interaction,0.00275484295141513,centre,truncation,tier2
Tuli Karoo Aquifer,centre x filter,interaction,0.00237953418540661,centre,filter,tier2
Tuli Karoo Aquifer,centre x gia_model,interaction,8.95622369414945e-14,centre,gia_model,tier2
Tuli Karoo Aquifer,centre x c20_treatment,interaction,0.00219798972971678,centre,c20_treatment,tier2
Tuli Karoo Aquifer,centre x c30_treatment,interaction,4.78757966875323e-06,centre,c30_treatment,tier2
Tuli Karoo Aquifer,centre x geocenter,interaction,3.70474027757646e-07,centre,geocenter,tier2
Tuli Karoo Aquifer,truncation x filter,interaction,0.00665777265063249,truncation,filter,tier2
Tuli Karoo Aquifer,truncation x gia_model,interaction,1.73152037513464e-15,truncation,gia_model,tier2
Tuli Karoo Aquifer,truncation x c20_treatment,interaction,1.64099177908993e-05,truncation,c20_treatment,tier2
Tuli Karoo Aquifer,truncation x c30_treatment,interaction,1.45028574283826e-07,truncation,c30_treatment,tier2
Tuli Karoo Aquifer,truncation x geocenter,interaction,2.59086446047482e-07,truncation,geocenter,tier2
Tuli Karoo Aquifer,filter x gia_model,interaction,1.08453759997634e-16,filter,gia_model,tier2
Tuli Karoo Aquifer,filter x c20_treatment,interaction,1.84133993691912e-07,filter,c20_treatment,tier2
Tuli Karoo Aquifer,filter x c30_treatment,interaction,8.88792068329563e-09,filter,c30_treatment,tier2
Tuli Karoo Aquifer,filter x geocenter,interaction,1.96837743158652e-07,filter,geocenter,tier2
Tuli Karoo Aquifer,gia_model x c20_treatment,interaction,-5.04870951713124e-17,gia_model,c20_treatment,tier2
Tuli Karoo Aquifer,gia_model x c30_treatment,interaction,-9.68545836185768e-17,gia_model,c30_treatment,tier2
Tuli Karoo Aquifer,gia_model x geocenter,interaction,-4.48774179300555e-17,gia_model,geocenter,tier2
Tuli Karoo Aquifer,c20_treatment x c30_treatment,interaction,1.70540031548004e-16,c20_treatment,c30_treatment,tier2
Tuli Karoo Aquifer,c20_treatment x geocenter,interaction,3.51539773785435e-16,c20_treatment,geocenter,tier2
Tuli Karoo Aquifer,c30_treatment x geocenter,interaction,2.61784937925324e-16,c30_treatment,geocenter,tier2
Tuli Karoo Aquifer,higher-order,residual,0.00609562026290776,,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre,main,0.0100305447399767,centre,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation,main,0.00697476954731206,truncation,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),filter,main,0.123742843937912,filter,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),gia_model,main,0.659237599446104,gia_model,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),c20_treatment,main,0.00246764314698132,c20_treatment,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),c30_treatment,main,4.92028259229917e-06,c30_treatment,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),geocenter,main,0.180450223519843,geocenter,,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x truncation,interaction,0.00162427566654667,centre,truncation,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x filter,interaction,0.00363359628176589,centre,filter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x gia_model,interaction,6.32221745933728e-12,centre,gia_model,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x c20_treatment,interaction,0.000804096211113295,centre,c20_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x c30_treatment,interaction,2.88002868767239e-07,centre,c30_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),centre x geocenter,interaction,1.18634285233944e-06,centre,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation x filter,interaction,0.00980880353628595,truncation,filter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation x gia_model,interaction,1.29610993277126e-13,truncation,gia_model,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation x c20_treatment,interaction,6.00328141725283e-06,truncation,c20_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation x c30_treatment,interaction,8.7244043017668e-09,truncation,c30_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),truncation x geocenter,interaction,8.30090367944016e-07,truncation,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),filter x gia_model,interaction,-1.77549305859077e-15,filter,gia_model,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),filter x c20_treatment,interaction,6.73140167774183e-08,filter,c20_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),filter x c30_treatment,interaction,5.3589017968896e-10,filter,c30_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),filter x geocenter,interaction,5.49600274829655e-07,filter,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),gia_model x c20_treatment,interaction,-5.55657524310807e-16,gia_model,c20_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),gia_model x c30_treatment,interaction,-8.58731132173945e-16,gia_model,c30_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),gia_model x geocenter,interaction,-4.96093648723892e-16,gia_model,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),c20_treatment x c30_treatment,interaction,1.68128983155487e-18,c20_treatment,c30_treatment,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),c20_treatment x geocenter,interaction,-7.83305761142987e-17,c20_treatment,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),c30_treatment x geocenter,interaction,0,c30_treatment,geocenter,tier2
Umatilla Basin and Horse Heaven Hills (Columbia Plateau Regional Aquifer System),higher-order,residual,0.00121174978502699,,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre,main,0.0103259019848141,centre,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation,main,0.00532629638150966,truncation,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),filter,main,0.431785997022344,filter,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),gia_model,main,0.429862271053611,gia_model,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),c20_treatment,main,0.000768979876441924,c20_treatment,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),c30_treatment,main,4.58981058317358e-06,c30_treatment,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),geocenter,main,0.10566335264722,geocenter,,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x truncation,interaction,0.00135775768104455,centre,truncation,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x filter,interaction,0.00316439615279055,centre,filter,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x gia_model,interaction,4.12363457363658e-12,centre,gia_model,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x c20_treatment,interaction,0.000250576681431217,centre,c20_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x c30_treatment,interaction,2.6865885173981e-07,centre,c30_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),centre x geocenter,interaction,8.60878465319026e-07,centre,geocenter,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation x filter,interaction,0.0100748396059199,truncation,filter,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation x gia_model,interaction,8.54593250085028e-14,truncation,gia_model,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation x c20_treatment,interaction,1.87077500352148e-06,truncation,c20_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation x c30_treatment,interaction,8.1384296562021e-09,truncation,c30_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),truncation x geocenter,interaction,5.94976516286986e-07,truncation,geocenter,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),filter x gia_model,interaction,5.22687003110109e-16,filter,gia_model,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),filter x c20_treatment,interaction,2.09722665519301e-08,filter,c20_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),filter x c30_treatment,interaction,4.99588899371892e-10,filter,c30_treatment,tier2
Upper Carbonate Aquifer (Northern Midwest Aquifer System),filter x geocenter,interaction,3.21819942442847e-07,filter,geocenter,tier2
