centre,recipe_idx_per_centre,truncation,filter,gia_model,c20_treatment,c30_treatment,geocenter,spearman_rho_raw,n_aquifers,skill_score,abs_score,global_rank
GFZ,501,96,DDK2,Caron_2018,original,replaced,GravIS,-0.338468327639147,31,0.338468327639147,0.338468327639147,1502
CSR,535,96,DDK3,Caron_2018,original,original,GravIS,-0.338265773283887,31,0.338265773283887,0.338265773283887,1503
CSR,374,96,G400,Caron_2018,original,original,none,-0.338063218928628,31,0.338063218928628,0.338063218928628,1504
GFZ,87,60,G500,Caron_2018,original,original,GravIS,-0.337860664573368,31,0.337860664573368,0.337860664573368,1505
JPL,212,60,DDK3,Caron_2018,original,replaced,none,-0.337455555862848,31,0.337455555862848,0.337455555862848,1506
JPL,214,60,DDK3,Caron_2018,original,original,none,-0.337455555862848,31,0.337455555862848,0.337455555862848,1507
GFZ,190,60,DDK2,Peltier_ICE6G_D,original,original,none,-0.337455555862848,31,0.337455555862848,0.337455555862848,1508
GFZ,183,60,DDK2,Caron_2018,original,original,GravIS,-0.337050447152329,31,0.337050447152329,0.337050447152329,1509
GFZ,504,96,DDK2,Peltier_ICE6G_D,replaced,replaced,none,-0.337050447152329,31,0.337050447152329,0.337050447152329,1510
GFZ,534,96,DDK3,Caron_2018,original,original,none,-0.336847892797069,31,0.336847892797069,0.336847892797069,1511
GFZ,508,96,DDK2,Peltier_ICE6G_D,original,replaced,none,-0.336240229731289,31,0.336240229731289,0.336240229731289,1512
GFZ,510,96,DDK2,Peltier_ICE6G_D,original,original,none,-0.336240229731289,31,0.336240229731289,0.336240229731289,1513
GFZ,214,60,DDK3,Caron_2018,original,original,none,-0.336037675376029,31,0.336037675376029,0.336037675376029,1514
JPL,532,96,DDK3,Caron_2018,original,replaced,none,-0.33583512102077,31,0.33583512102077,0.33583512102077,1515
JPL,534,96,DDK3,Caron_2018,original,original,none,-0.33583512102077,31,0.33583512102077,0.33583512102077,1516
GFZ,85,60,G500,Caron_2018,original,replaced,GravIS,-0.33583512102077,31,0.33583512102077,0.33583512102077,1517
GFZ,186,60,DDK2,Peltier_ICE6G_D,replaced,original,none,-0.33583512102077,31,0.33583512102077,0.33583512102077,1518
CSR,528,96,DDK3,Caron_2018,replaced,replaced,none,-0.33502490359973,31,0.33502490359973,0.33502490359973,1519
CSR,530,96,DDK3,Caron_2018,replaced,original,none,-0.33502490359973,31,0.33502490359973,0.33502490359973,1520
GFZ,55,60,G400,Caron_2018,original,original,GravIS,-0.334619794889211,31,0.334619794889211,0.334619794889211,1521
GFZ,530,96,DDK3,Caron_2018,replaced,original,none,-0.334417240533951,31,0.334417240533951,0.334417240533951,1522
CSR,372,96,G400,Caron_2018,original,replaced,none,-0.333607023112912,31,0.333607023112912,0.333607023112912,1523
GFZ,528,96,DDK3,Caron_2018,replaced,replaced,none,-0.333404468757652,31,0.333404468757652,0.333404468757652,1524
GFZ,375,96,G400,Caron_2018,original,original,GravIS,-0.332796805691872,31,0.332796805691872,0.332796805691872,1525
CSR,52,60,G400,Caron_2018,original,replaced,none,-0.332391696981353,31,0.332391696981353,0.332391696981353,1526
GFZ,188,60,DDK2,Peltier_ICE6G_D,original,replaced,none,-0.331378925205054,31,0.331378925205054,0.331378925205054,1527
CSR,212,60,DDK3,Caron_2018,original,replaced,none,-0.330973816494534,31,0.330973816494534,0.330973816494534,1528
CSR,214,60,DDK3,Caron_2018,original,original,none,-0.330973816494534,31,0.330973816494534,0.330973816494534,1529
GFZ,121,60,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.330771262139274,31,0.330771262139274,0.330771262139274,1530
GFZ,123,60,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.330771262139274,31,0.330771262139274,0.330771262139274,1531
JPL,190,60,DDK2,Peltier_ICE6G_D,original,original,none,-0.330568707784015,31,0.330568707784015,0.330568707784015,1532
GFZ,141,60,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.330568707784015,31,0.330568707784015,0.330568707784015,1533
GFZ,143,60,Swenson_G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.330568707784015,31,0.330568707784015,0.330568707784015,1534
GFZ,168,60,DDK2,Geruo_ICE5G_VM2,replaced,replaced,none,-0.330568707784015,31,0.330568707784015,0.330568707784015,1535
GFZ,170,60,DDK2,Geruo_ICE5G_VM2,replaced,original,none,-0.330568707784015,31,0.330568707784015,0.330568707784015,1536
GFZ,181,60,DDK2,Caron_2018,original,replaced,GravIS,-0.330163599073495,31,0.330163599073495,0.330163599073495,1537
CSR,184,60,DDK2,Peltier_ICE6G_D,replaced,replaced,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1538
CSR,186,60,DDK2,Peltier_ICE6G_D,replaced,original,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1539
CSR,504,96,DDK2,Peltier_ICE6G_D,replaced,replaced,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1540
CSR,506,96,DDK2,Peltier_ICE6G_D,replaced,original,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1541
JPL,208,60,DDK3,Caron_2018,replaced,replaced,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1542
JPL,210,60,DDK3,Caron_2018,replaced,original,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1543
GFZ,212,60,DDK3,Caron_2018,original,replaced,none,-0.329555936007715,31,0.329555936007715,0.329555936007715,1544
JPL,188,60,DDK2,Peltier_ICE6G_D,original,replaced,none,-0.328948272941936,31,0.328948272941936,0.328948272941936,1545
GFZ,373,96,G400,Caron_2018,original,replaced,GravIS,-0.328745718586676,31,0.328745718586676,0.328745718586676,1546
JPL,404,96,G500,Caron_2018,original,replaced,none,-0.328543164231416,31,0.328543164231416,0.328543164231416,1547
CSR,418,96,Swenson_G300,none,replaced,original,none,-0.328340609876157,31,0.328340609876157,0.328340609876157,1548
GFZ,53,60,G400,Caron_2018,original,replaced,GravIS,-0.327732946810377,31,0.327732946810377,0.327732946810377,1549
GFZ,184,60,DDK2,Peltier_ICE6G_D,replaced,replaced,none,-0.327732946810377,31,0.327732946810377,0.327732946810377,1550
GFZ,532,96,DDK3,Caron_2018,original,replaced,none,-0.327125283744598,31,0.327125283744598,0.327125283744598,1551
GFZ,479,96,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.326720175034078,31,0.326720175034078,0.326720175034078,1552
CSR,416,96,Swenson_G300,none,replaced,replaced,none,-0.325504848902519,31,0.325504848902519,0.325504848902519,1553
GFZ,208,60,DDK3,Caron_2018,replaced,replaced,none,-0.325504848902519,31,0.325504848902519,0.325504848902519,1554
GFZ,477,96,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.325302294547259,31,0.325302294547259,0.325302294547259,1555
GFZ,443,96,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.325099740192,31,0.325099740192,0.325099740192,1556
JPL,84,60,G500,Caron_2018,original,replaced,none,-0.323884414060441,31,0.323884414060441,0.323884414060441,1557
JPL,86,60,G500,Caron_2018,original,original,none,-0.323884414060441,31,0.323884414060441,0.323884414060441,1558
JPL,400,96,G500,Caron_2018,replaced,replaced,none,-0.323884414060441,31,0.323884414060441,0.323884414060441,1559
JPL,402,96,G500,Caron_2018,replaced,original,none,-0.323884414060441,31,0.323884414060441,0.323884414060441,1560
JPL,406,96,G500,Caron_2018,original,original,none,-0.323884414060441,31,0.323884414060441,0.323884414060441,1561
CSR,368,96,G400,Caron_2018,replaced,replaced,none,-0.322466533573622,31,0.322466533573622,0.322466533573622,1562
CSR,370,96,G400,Caron_2018,replaced,original,none,-0.322466533573622,31,0.322466533573622,0.322466533573622,1563
GFZ,441,96,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.321858870507843,31,0.321858870507843,0.321858870507843,1564
GFZ,172,60,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.320440990021024,31,0.320440990021024,0.320440990021024,1565
GFZ,174,60,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.320440990021024,31,0.320440990021024,0.320440990021024,1566
GFZ,497,96,DDK2,Caron_2018,replaced,replaced,GravIS,-0.320035881310504,31,0.320035881310504,0.320035881310504,1567
GFZ,494,96,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.319225663889465,31,0.319225663889465,0.319225663889465,1568
GFZ,473,96,Swenson_G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.318820555178945,31,0.318820555178945,0.318820555178945,1569
GFZ,475,96,Swenson_G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.318820555178945,31,0.318820555178945,0.318820555178945,1570
GFZ,499,96,DDK2,Caron_2018,replaced,original,GravIS,-0.318415446468426,31,0.318415446468426,0.318415446468426,1571
CSR,48,60,G400,Caron_2018,replaced,replaced,none,-0.318010337757906,31,0.318010337757906,0.318010337757906,1572
CSR,50,60,G400,Caron_2018,replaced,original,none,-0.318010337757906,31,0.318010337757906,0.318010337757906,1573
GFZ,127,60,Swenson_G300,Peltier_ICE6G_D,original,original,GravIS,-0.317807783402646,31,0.317807783402646,0.317807783402646,1574
JPL,80,60,G500,Caron_2018,replaced,replaced,none,-0.317200120336867,31,0.317200120336867,0.317200120336867,1575
JPL,82,60,G500,Caron_2018,replaced,original,none,-0.317200120336867,31,0.317200120336867,0.317200120336867,1576
GFZ,492,96,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.316795011626347,31,0.316795011626347,0.316795011626347,1577
CSR,532,96,DDK3,Caron_2018,original,replaced,none,-0.315782239850048,31,0.315782239850048,0.315782239850048,1578
CSR,534,96,DDK3,Caron_2018,original,original,none,-0.315782239850048,31,0.315782239850048,0.315782239850048,1579
CSR,404,96,G500,Caron_2018,original,replaced,none,-0.315579685494788,31,0.315579685494788,0.315579685494788,1580
CSR,406,96,G500,Caron_2018,original,original,none,-0.315579685494788,31,0.315579685494788,0.315579685494788,1581
GFZ,153,60,Swenson_G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.314769468073749,31,0.314769468073749,0.314769468073749,1582
GFZ,155,60,Swenson_G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.314769468073749,31,0.314769468073749,0.314769468073749,1583
GFZ,447,96,Swenson_G300,Peltier_ICE6G_D,original,original,GravIS,-0.31355414194219,31,0.31355414194219,0.31355414194219,1584
GFZ,179,60,DDK2,Caron_2018,replaced,original,GravIS,-0.312743924521151,31,0.312743924521151,0.312743924521151,1585
JPL,492,96,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.310515826613293,31,0.310515826613293,0.310515826613293,1586
JPL,494,96,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.310515826613293,31,0.310515826613293,0.310515826613293,1587
GFZ,177,60,DDK2,Caron_2018,replaced,replaced,GravIS,-0.309503054836994,31,0.309503054836994,0.309503054836994,1588
CSR,490,96,DDK2,Geruo_ICE5G_VM2,replaced,original,none,-0.307882619994915,31,0.307882619994915,0.307882619994915,1589
GFZ,159,60,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.307477511284396,31,0.307477511284396,0.307477511284396,1590
GFZ,445,96,Swenson_G300,Peltier_ICE6G_D,original,replaced,GravIS,-0.307072402573876,31,0.307072402573876,0.307072402573876,1591
CSR,86,60,G500,Caron_2018,original,original,none,-0.306667293863357,31,0.306667293863357,0.306667293863357,1592
JPL,170,60,DDK2,Geruo_ICE5G_VM2,replaced,original,none,-0.306059630797577,31,0.306059630797577,0.306059630797577,1593
JPL,174,60,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.305249413376538,31,0.305249413376538,0.305249413376538,1594
CSR,402,96,G500,Caron_2018,replaced,original,none,-0.305046859021278,31,0.305046859021278,0.305046859021278,1595
GFZ,125,60,Swenson_G300,Peltier_ICE6G_D,original,replaced,GravIS,-0.304439195955499,31,0.304439195955499,0.304439195955499,1596
JPL,490,96,DDK2,Geruo_ICE5G_VM2,replaced,original,none,-0.304236641600239,31,0.304236641600239,0.304236641600239,1597
GFZ,427,96,Swenson_G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.301805989337121,31,0.301805989337121,0.301805989337121,1598
GFZ,157,60,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.301198326271342,31,0.301198326271342,0.301198326271342,1599
GFZ,425,96,Swenson_G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.300793217560822,31,0.300793217560822,0.300793217560822,1600
JPL,501,96,DDK2,Caron_2018,original,replaced,GravIS,-0.300590663205562,31,0.300590663205562,0.300590663205562,1601
JPL,488,96,DDK2,Geruo_ICE5G_VM2,replaced,replaced,none,-0.300185554495043,31,0.300185554495043,0.300185554495043,1602
JPL,177,60,DDK2,Caron_2018,replaced,replaced,GravIS,-0.299375337074003,31,0.299375337074003,0.299375337074003,1603
CSR,492,96,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.298970228363484,31,0.298970228363484,0.298970228363484,1604
CSR,84,60,G500,Caron_2018,original,replaced,none,-0.298565119652964,31,0.298565119652964,0.298565119652964,1605
CSR,170,60,DDK2,Geruo_ICE5G_VM2,replaced,original,none,-0.298565119652964,31,0.298565119652964,0.298565119652964,1606
CSR,488,96,DDK2,Geruo_ICE5G_VM2,replaced,replaced,none,-0.298565119652964,31,0.298565119652964,0.298565119652964,1607
JPL,179,60,DDK2,Caron_2018,replaced,original,GravIS,-0.298565119652964,31,0.298565119652964,0.298565119652964,1608
CSR,172,60,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.297552347876665,31,0.297552347876665,0.297552347876665,1609
CSR,174,60,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.297552347876665,31,0.297552347876665,0.297552347876665,1610
CSR,494,96,DDK2,Geruo_ICE5G_VM2,original,original,none,-0.296944684810886,31,0.296944684810886,0.296944684810886,1611
CSR,188,60,DDK2,Peltier_ICE6G_D,original,replaced,none,-0.296337021745106,31,0.296337021745106,0.296337021745106,1612
CSR,190,60,DDK2,Peltier_ICE6G_D,original,original,none,-0.296337021745106,31,0.296337021745106,0.296337021745106,1613
JPL,172,60,DDK2,Geruo_ICE5G_VM2,original,replaced,none,-0.295931913034587,31,0.295931913034587,0.295931913034587,1614
JPL,497,96,DDK2,Caron_2018,replaced,replaced,GravIS,-0.294919141258287,31,0.294919141258287,0.294919141258287,1615
JPL,499,96,DDK2,Caron_2018,replaced,original,GravIS,-0.294919141258287,31,0.294919141258287,0.294919141258287,1616
CSR,168,60,DDK2,Geruo_ICE5G_VM2,replaced,replaced,none,-0.293703815126729,31,0.293703815126729,0.293703815126729,1617
CSR,508,96,DDK2,Peltier_ICE6G_D,original,replaced,none,-0.293703815126729,31,0.293703815126729,0.293703815126729,1618
CSR,510,96,DDK2,Peltier_ICE6G_D,original,original,none,-0.293703815126729,31,0.293703815126729,0.293703815126729,1619
CSR,463,96,Swenson_G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.293096152060949,31,0.293096152060949,0.293096152060949,1620
CSR,400,96,G500,Caron_2018,replaced,replaced,none,-0.292893597705689,31,0.292893597705689,0.292893597705689,1621
JPL,168,60,DDK2,Geruo_ICE5G_VM2,replaced,replaced,none,-0.29269104335043,31,0.29269104335043,0.29269104335043,1622
CSR,177,60,DDK2,Caron_2018,replaced,replaced,GravIS,-0.29188082592939,31,0.29188082592939,0.29188082592939,1623
JPL,503,96,DDK2,Caron_2018,original,original,GravIS,-0.29167827157413,31,0.29167827157413,0.29167827157413,1624
CSR,80,60,G500,Caron_2018,replaced,replaced,none,-0.291273162863611,31,0.291273162863611,0.291273162863611,1625
CSR,82,60,G500,Caron_2018,replaced,original,none,-0.291273162863611,31,0.291273162863611,0.291273162863611,1626
JPL,473,96,Swenson_G500,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.291273162863611,31,0.291273162863611,0.291273162863611,1627
JPL,443,96,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.290462945442572,31,0.290462945442572,0.290462945442572,1628
GFZ,105,60,Swenson_G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.289450173666273,31,0.289450173666273,0.289450173666273,1629
CSR,139,60,Swenson_G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.289247619311013,31,0.289247619311013,0.289247619311013,1630
CSR,459,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.289247619311013,31,0.289247619311013,0.289247619311013,1631
CSR,479,96,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.288234847534714,31,0.288234847534714,0.288234847534714,1632
JPL,441,96,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.288234847534714,31,0.288234847534714,0.288234847534714,1633
CSR,179,60,DDK2,Caron_2018,replaced,original,GravIS,-0.287829738824194,31,0.287829738824194,0.287829738824194,1634
JPL,461,96,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.286816967047895,31,0.286816967047895,0.286816967047895,1635
JPL,463,96,Swenson_G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.286816967047895,31,0.286816967047895,0.286816967047895,1636
CSR,141,60,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.286209303982115,31,0.286209303982115,0.286209303982115,1637
CSR,143,60,Swenson_G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.286209303982115,31,0.286209303982115,0.286209303982115,1638
CSR,497,96,DDK2,Caron_2018,replaced,replaced,GravIS,-0.285601640916336,31,0.285601640916336,0.285601640916336,1639
JPL,477,96,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.285601640916336,31,0.285601640916336,0.285601640916336,1640
JPL,479,96,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.285601640916336,31,0.285601640916336,0.285601640916336,1641
JPL,457,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.285399086561076,31,0.285399086561076,0.285399086561076,1642
JPL,459,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.285399086561076,31,0.285399086561076,0.285399086561076,1643
GFZ,107,60,Swenson_G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.285399086561076,31,0.285399086561076,0.285399086561076,1644
CSR,499,96,DDK2,Caron_2018,replaced,original,GravIS,-0.285196532205816,31,0.285196532205816,0.285196532205816,1645
CSR,181,60,DDK2,Caron_2018,original,replaced,GravIS,-0.282765879942699,31,0.282765879942699,0.282765879942699,1646
CSR,183,60,DDK2,Caron_2018,original,original,GravIS,-0.282765879942699,31,0.282765879942699,0.282765879942699,1647
CSR,137,60,Swenson_G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.28155055381114,31,0.28155055381114,0.28155055381114,1648
CSR,457,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.28155055381114,31,0.28155055381114,0.28155055381114,1649
JPL,139,60,Swenson_G500,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.28155055381114,31,0.28155055381114,0.28155055381114,1650
JPL,141,60,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.28155055381114,31,0.28155055381114,0.28155055381114,1651
JPL,143,60,Swenson_G500,Geruo_ICE5G_VM2,original,original,GravIS,-0.28155055381114,31,0.28155055381114,0.28155055381114,1652
CSR,500,96,DDK2,Caron_2018,original,replaced,none,-0.28114544510062,31,0.28114544510062,0.28114544510062,1653
CSR,502,96,DDK2,Caron_2018,original,original,none,-0.28114544510062,31,0.28114544510062,0.28114544510062,1654
JPL,137,60,Swenson_G500,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.28094289074536,31,0.28094289074536,0.28094289074536,1655
JPL,181,60,DDK2,Caron_2018,original,replaced,GravIS,-0.28094289074536,31,0.28094289074536,0.28094289074536,1656
JPL,183,60,DDK2,Caron_2018,original,original,GravIS,-0.28094289074536,31,0.28094289074536,0.28094289074536,1657
CSR,461,96,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,GravIS,-0.280537782034841,31,0.280537782034841,0.280537782034841,1658
CSR,176,60,DDK2,Caron_2018,replaced,replaced,none,-0.280335227679581,31,0.280335227679581,0.280335227679581,1659
CSR,178,60,DDK2,Caron_2018,replaced,original,none,-0.280335227679581,31,0.280335227679581,0.280335227679581,1660
JPL,475,96,Swenson_G500,Peltier_ICE6G_D,replaced,original,GravIS,-0.278309684126983,31,0.278309684126983,0.278309684126983,1661
CSR,501,96,DDK2,Caron_2018,original,replaced,GravIS,-0.278107129771723,31,0.278107129771723,0.278107129771723,1662
CSR,503,96,DDK2,Caron_2018,original,original,GravIS,-0.278107129771723,31,0.278107129771723,0.278107129771723,1663
GFZ,496,96,DDK2,Caron_2018,replaced,replaced,none,-0.277702021061203,31,0.277702021061203,0.277702021061203,1664
GFZ,498,96,DDK2,Caron_2018,replaced,original,none,-0.277702021061203,31,0.277702021061203,0.277702021061203,1665
CSR,180,60,DDK2,Caron_2018,original,replaced,none,-0.276891803640164,31,0.276891803640164,0.276891803640164,1666
CSR,182,60,DDK2,Caron_2018,original,original,none,-0.276891803640164,31,0.276891803640164,0.276891803640164,1667
CSR,123,60,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.275676477508605,31,0.275676477508605,0.275676477508605,1668
JPL,123,60,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.275676477508605,31,0.275676477508605,0.275676477508605,1669
CSR,159,60,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.275271368798086,31,0.275271368798086,0.275271368798086,1670
JPL,500,96,DDK2,Caron_2018,original,replaced,none,-0.275271368798086,31,0.275271368798086,0.275271368798086,1671
JPL,502,96,DDK2,Caron_2018,original,original,none,-0.275271368798086,31,0.275271368798086,0.275271368798086,1672
JPL,442,96,Swenson_G300,Peltier_ICE6G_D,replaced,original,none,-0.274258597021787,31,0.274258597021787,0.274258597021787,1673
JPL,496,96,DDK2,Caron_2018,replaced,replaced,none,-0.274258597021787,31,0.274258597021787,0.274258597021787,1674
CSR,121,60,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.272840716534968,31,0.272840716534968,0.272840716534968,1675
JPL,159,60,Swenson_G500,Peltier_ICE6G_D,original,original,GravIS,-0.272840716534968,31,0.272840716534968,0.272840716534968,1676
JPL,126,60,Swenson_G300,Peltier_ICE6G_D,original,original,none,-0.272638162179708,31,0.272638162179708,0.272638162179708,1677
JPL,444,96,Swenson_G300,Peltier_ICE6G_D,original,replaced,none,-0.272638162179708,31,0.272638162179708,0.272638162179708,1678
JPL,446,96,Swenson_G300,Peltier_ICE6G_D,original,original,none,-0.272638162179708,31,0.272638162179708,0.272638162179708,1679
CSR,496,96,DDK2,Caron_2018,replaced,replaced,none,-0.271625390403409,31,0.271625390403409,0.271625390403409,1680
JPL,445,96,Swenson_G300,Peltier_ICE6G_D,original,replaced,GravIS,-0.27101772733763,31,0.27101772733763,0.27101772733763,1681
JPL,447,96,Swenson_G300,Peltier_ICE6G_D,original,original,GravIS,-0.27101772733763,31,0.27101772733763,0.27101772733763,1682
CSR,126,60,Swenson_G300,Peltier_ICE6G_D,original,original,none,-0.269397292495551,31,0.269397292495551,0.269397292495551,1683
JPL,121,60,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.269194738140291,31,0.269194738140291,0.269194738140291,1684
CSR,441,96,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,GravIS,-0.268587075074512,31,0.268587075074512,0.268587075074512,1685
CSR,443,96,Swenson_G300,Peltier_ICE6G_D,replaced,original,GravIS,-0.268587075074512,31,0.268587075074512,0.268587075074512,1686
JPL,180,60,DDK2,Caron_2018,original,replaced,none,-0.268181966363992,31,0.268181966363992,0.268181966363992,1687
JPL,182,60,DDK2,Caron_2018,original,original,none,-0.268181966363992,31,0.268181966363992,0.268181966363992,1688
CSR,498,96,DDK2,Caron_2018,replaced,original,none,-0.267574303298213,31,0.267574303298213,0.267574303298213,1689
JPL,176,60,DDK2,Caron_2018,replaced,replaced,none,-0.267371748942953,31,0.267371748942953,0.267371748942953,1690
JPL,178,60,DDK2,Caron_2018,replaced,original,none,-0.267371748942953,31,0.267371748942953,0.267371748942953,1691
JPL,460,96,Swenson_G500,Geruo_ICE5G_VM2,original,replaced,none,-0.267169194587693,31,0.267169194587693,0.267169194587693,1692
JPL,462,96,Swenson_G500,Geruo_ICE5G_VM2,original,original,none,-0.267169194587693,31,0.267169194587693,0.267169194587693,1693
GFZ,474,96,Swenson_G500,Peltier_ICE6G_D,replaced,original,none,-0.267169194587693,31,0.267169194587693,0.267169194587693,1694
JPL,498,96,DDK2,Caron_2018,replaced,original,none,-0.266966640232433,31,0.266966640232433,0.266966640232433,1695
GFZ,502,96,DDK2,Caron_2018,original,original,none,-0.266561531521914,31,0.266561531521914,0.266561531521914,1696
CSR,477,96,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.266358977166654,31,0.266358977166654,0.266358977166654,1697
JPL,125,60,Swenson_G300,Peltier_ICE6G_D,original,replaced,GravIS,-0.265953868456134,31,0.265953868456134,0.265953868456134,1698
JPL,127,60,Swenson_G300,Peltier_ICE6G_D,original,original,GravIS,-0.265953868456134,31,0.265953868456134,0.265953868456134,1699
JPL,425,96,Swenson_G300,Geruo_ICE5G_VM2,replaced,replaced,GravIS,-0.265548759745615,31,0.265548759745615,0.265548759745615,1700
JPL,427,96,Swenson_G300,Geruo_ICE5G_VM2,replaced,original,GravIS,-0.265548759745615,31,0.265548759745615,0.265548759745615,1701
GFZ,176,60,DDK2,Caron_2018,replaced,replaced,none,-0.265346205390355,31,0.265346205390355,0.265346205390355,1702
GFZ,178,60,DDK2,Caron_2018,replaced,original,none,-0.265346205390355,31,0.265346205390355,0.265346205390355,1703
JPL,440,96,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,none,-0.265143651035095,31,0.265143651035095,0.265143651035095,1704
CSR,157,60,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.264738542324575,31,0.264738542324575,0.264738542324575,1705
GFZ,180,60,DDK2,Caron_2018,original,replaced,none,-0.264333433614056,31,0.264333433614056,0.264333433614056,1706
GFZ,182,60,DDK2,Caron_2018,original,original,none,-0.264333433614056,31,0.264333433614056,0.264333433614056,1707
JPL,157,60,Swenson_G500,Peltier_ICE6G_D,original,replaced,GravIS,-0.261902781350938,31,0.261902781350938,0.261902781350938,1708
GFZ,500,96,DDK2,Caron_2018,original,replaced,none,-0.260890009574639,31,0.260890009574639,0.260890009574639,1709
CSR,124,60,Swenson_G300,Peltier_ICE6G_D,original,replaced,none,-0.260282346508859,31,0.260282346508859,0.260282346508859,1710
CSR,442,96,Swenson_G300,Peltier_ICE6G_D,replaced,original,none,-0.25926957473256,31,0.25926957473256,0.25926957473256,1711
JPL,456,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,replaced,none,-0.259067020377301,31,0.259067020377301,0.259067020377301,1712
JPL,458,96,Swenson_G500,Geruo_ICE5G_VM2,replaced,original,none,-0.259067020377301,31,0.259067020377301,0.259067020377301,1713
CSR,120,60,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,none,-0.258864466022041,31,0.258864466022041,0.258864466022041,1714
CSR,122,60,Swenson_G300,Peltier_ICE6G_D,replaced,original,none,-0.258864466022041,31,0.258864466022041,0.258864466022041,1715
GFZ,472,96,Swenson_G500,Peltier_ICE6G_D,replaced,replaced,none,-0.258864466022041,31,0.258864466022041,0.258864466022041,1716
JPL,124,60,Swenson_G300,Peltier_ICE6G_D,original,replaced,none,-0.257446585535222,31,0.257446585535222,0.257446585535222,1717
GFZ,440,96,Swenson_G300,Peltier_ICE6G_D,replaced,replaced,none,-0.257041476824702,31,0.257041476824702,0.257041476824702,1718
