aquifer_idx,tau_true,median_rec,q25,q75,frac_neg,frac_pos,p_sign,abs_tau
38,-0.395793773908732,0.0527031904037185,-0.257960626775768,0.229498716731688,0.430208333333333,0.569791666666667,0.430208333333333,0.395793773908732
39,0.736821259415258,0.372184622050742,0.247591435966051,0.596553095929207,0.0958333333333333,0.904166666666667,0.904166666666667,0.736821259415258
40,-0.0776889284592321,-0.0335283535405839,-0.10507607871007,0.0680892289888148,0.595833333333333,0.404166666666667,0.595833333333333,0.0776889284592321
41,0.352959399374217,-0.0527703003557985,-0.185688151819818,0.019142203679818,0.691145833333333,0.308854166666667,0.308854166666667,0.352959399374217
42,-0.587356242760092,-0.337045066209996,-0.617203069462851,-0.0675382144986789,0.836979166666667,0.163020833333333,0.836979166666667,0.587356242760092
43,0.0790066718592482,-0.264482894327838,-0.48957468014382,-0.0102005438636188,0.758333333333333,0.241666666666667,0.241666666666667,0.0790066718592482
44,-0.628738601265361,0.0890946831662896,-0.257554158973557,0.264675941132057,0.408333333333333,0.591666666666667,0.408333333333333,0.628738601265361
45,0.143883119332525,-0.0210187929447017,-0.394751239784832,0.246529513008823,0.5265625,0.4734375,0.4734375,0.143883119332525
46,-0.506047542492411,-0.183449884318281,-0.674398865111724,-0.0676719079833143,0.918229166666667,0.0817708333333333,0.918229166666667,0.506047542492411
47,0.551152019380249,0.0777847975833257,0.000769009344384996,0.176091975729412,0.247395833333333,0.752604166666667,0.752604166666667,0.551152019380249
48,-0.726958501720846,-0.183788243810879,-0.346153834977223,-0.0887685815079211,0.8765625,0.1234375,0.8765625,0.726958501720846
49,1.09939257179289,0.680926128172224,0.51824126462496,0.902565968418217,0,1,1,1.09939257179289
50,-0.657466809286605,0.000774534147743701,-0.471281459813984,0.177849481037251,0.4984375,0.5015625,0.4984375,0.657466809286605
51,0.4379836928031,0.06537272110457,-0.0106229474367539,0.160999268414147,0.282291666666667,0.717708333333333,0.717708333333333,0.4379836928031
52,-0.903777653694062,0.0905265498778854,-0.124360455869678,0.231921079568799,0.371354166666667,0.628645833333333,0.371354166666667,0.903777653694062
53,0.385087935618134,-0.031888868483372,-0.216003177233925,0.260876014103976,0.551041666666667,0.448958333333333,0.448958333333333,0.385087935618134
54,-0.844339850317008,0.012262934785869,-0.257885209583514,0.149606440190677,0.478645833333333,0.521354166666667,0.478645833333333,0.844339850317008
55,0.897609966669038,0.257360080675449,0.103808467372425,0.460561940864276,0.0416666666666667,0.958333333333333,0.958333333333333,0.897609966669038
56,-0.841205826682234,0.0392332692850956,-0.073015096137287,0.209870860671244,0.397395833333333,0.602604166666667,0.397395833333333,0.841205826682234
57,0.164918316749321,0.0794452670477178,-0.175073759262487,0.211542640758187,0.369791666666667,0.630208333333333,0.630208333333333,0.164918316749321
58,-1.03846792973864,-0.540398400279527,-0.856361189414662,-0.243886307717564,0.881770833333333,0.118229166666667,0.881770833333333,1.03846792973864
59,0.767843913736741,-0.0788160310828272,-0.189944007386018,0.00487974678652793,0.740104166666667,0.259895833333333,0.259895833333333,0.767843913736741
60,-1.38144327827646,-0.305180752844001,-0.608928908729937,-0.0903507343409693,0.848958333333333,0.151041666666667,0.848958333333333,1.38144327827646
61,1.15607748141303,0.142706802073576,0.0363035165637366,0.317550273647752,0.190625,0.809375,0.809375,1.15607748141303
62,-0.906502359924272,-0.160898315356766,-0.343211674180301,-0.0475007864197472,0.797395833333333,0.202604166666667,0.797395833333333,0.906502359924272
63,1.16252529491834,0.000835037471470529,-0.397753638154052,0.175864057495606,0.496354166666667,0.503645833333333,0.503645833333333,1.16252529491834
64,-1.39159244667013,-0.10264967004177,-0.520588128436554,0.0999732886512946,0.596354166666667,0.403645833333333,0.596354166666667,1.39159244667013
65,1.43620308938946,0.306477748839732,0.131328940451533,0.684837847189477,0.0291666666666667,0.970833333333333,0.970833333333333,1.43620308938946
66,-1.59510196045812,-0.373473963514263,-0.707273085644272,-0.0415123471318736,0.782291666666667,0.217708333333333,0.782291666666667,1.59510196045812
67,1.44622992311505,0.12794447126408,0.00439235746859731,0.29480453831376,0.241145833333333,0.758854166666667,0.758854166666667,1.44622992311505
68,-1.22170910445934,-0.222027877864631,-0.472367711657767,-0.107857649309353,0.9125,0.0875,0.9125,1.22170910445934
69,1.4884011746864,0.0842836260256264,-0.157876659242761,0.259720635903344,0.383333333333333,0.616666666666667,0.616666666666667,1.4884011746864
70,-2.21204008558785,-0.390778920951056,-0.626385820265926,-0.266384304970849,0.9828125,0.0171875,0.9828125,2.21204008558785
71,1.97205315542899,0.178644873620803,0.0662639195658193,0.311506116524128,0.173958333333333,0.826041666666667,0.826041666666667,1.97205315542899
72,-1.67826796509554,0.0333854353738957,-0.391137692275968,0.174996051402148,0.452083333333333,0.547916666666667,0.452083333333333,1.67826796509554
